t_seg,ecg_mV
0.0,-0.05572
0.004,-0.00465
0.008,-0.06044
0.012,-0.07842
0.016,-0.07724
0.02,-0.02081
0.024,-0.05559
0.028,0.01985
0.032,-0.04771
0.036,-0.03068
0.04,-0.02753
0.044,-0.00323
0.048,-0.03411
0.052,0.03519
0.056,0.04829
0.06,0.02648
0.064,0.07651
0.068,0.03119
0.072,0.01108
0.076,0.03117
0.08,0.09995
0.084,0.07712
0.088,-0.0182
0.092,0.04219
0.096,-0.06969
0.1,-0.05304
0.104,-0.05055
0.108,-0.01962
0.112,0.03341
0.116,-0.02502
0.12,-0.09023
0.124,-0.0559
0.128,-0.03357
0.132,-0.04723
0.136,-0.07754
0.14,-0.02265
0.144,-0.04684
0.148,-0.08956
0.152,0.02032
0.156,-0.01994
0.16,-0.05811
0.164,-0.15298
0.168,-0.01399
0.172,-0.07787
0.176,-0.06659
0.18,-0.00067
0.184,-0.07023
0.188,-0.09062
0.192,-0.08962
0.196,-0.18294
0.2,-0.06976
0.204,-0.11501
0.208,0.02404
0.212,0.20657
0.216,0.48944
0.22,0.60232
0.224,0.75172
0.228,0.8951
0.232,1.00471
0.236,0.93404
0.24,0.70376
0.244,0.52285
0.248,0.31014
0.252,0.07012
0.256,-0.11018
0.26,-0.14426
0.264,-0.18818
0.268,-0.16556
0.272,-0.1259
0.276,-0.05418
0.28,-0.13322
0.284,-0.03068
0.288,-0.05145
0.292,0.01743
0.296,-0.01916
0.3,0.00437
0.304,-0.05694
0.308,-0.03906
0.312,-0.1489
0.316,-0.04515
0.32,-0.074
0.324,-0.07881
0.328,-0.02836
0.332,-0.03186
0.336,-0.0244
0.34,-0.02793
0.344,-0.0106
0.348,-0.05246
0.352,-0.01045
0.356,-0.07523
0.36,-0.06045
0.364,-0.00443
0.368,-0.01746
0.372,-0.01473
0.376,-0.04528
0.38,-0.03958
0.384,0.01259
0.388,-0.04113
0.392,-0.05355
0.396,-0.00031
0.4,-0.02034
0.404,-0.00146
0.408,-0.0066
0.412,0.05097
0.416,-0.0206
0.42,0.0347
0.424,-0.04211
0.428,0.04133
0.432,0.02231
0.436,0.03284
0.44,0.01126
0.444,0.07738
0.448,-0.00963
0.452,-0.00796
0.456,0.10876
0.46,0.16782
0.464,0.17259
0.468,0.12484
0.472,0.14292
0.476,0.11653
0.48,0.22543
0.484,0.22236
0.488,0.19241
0.492,0.24393
0.496,0.31004
0.5,0.31658
0.504,0.31596
0.508,0.25585
0.512,0.27096
0.516,0.23969
0.52,0.2556
0.524,0.28725
0.528,0.20686
0.532,0.16453
0.536,0.16032
0.54,0.13352
0.544,0.10339
0.548,0.14079
0.552,0.08032
0.556,0.13699
0.56,0.11303
0.564,0.02739
0.568,0.04231
0.572,0.02697
0.576,0.02225
0.58,0.02927
0.584,0.0193
0.588,-0.01532
0.592,0.02503
0.596,0.018
0.6,0.02445
0.604,0.03525
0.608,0.07263
0.612,-0.00606
0.616,-0.05278
0.62,-0.04431
0.624,-0.09985
0.628,-0.12219
0.632,-0.18988
0.636,-0.06458
0.64,-0.09572
0.644,0.1362
0.648,0.35498
0.652,0.60993
0.656,0.74022
0.66,0.8245
0.664,0.95508
