t_seg,ecg_mV
0.0,-0.05986
0.004,-0.02347
0.008,-0.05514
0.012,-0.01167
0.016,-0.06678
0.02,-0.01354
0.024,-0.03081
0.028,-0.0211
0.032,-0.00863
0.036,-0.01545
0.04,-0.06934
0.044,-0.00591
0.048,-0.01201
0.052,-0.04727
0.056,-0.00566
0.06,-0.03221
0.064,-0.04188
0.068,-0.01985
0.072,-0.03723
0.076,-0.04196
0.08,-0.04421
0.084,-0.01967
0.088,-0.01152
0.092,-0.02213
0.096,-0.00604
0.1,-0.05569
0.104,-0.04468
0.108,-0.0136
0.112,-0.04119
0.116,-0.0346
0.12,-0.00801
0.124,-0.00752
0.128,-0.03059
0.132,-0.03495
0.136,-0.03797
0.14,-0.02818
0.144,-0.02302
0.148,-0.02242
0.152,-0.05063
0.156,-0.01557
0.16,-0.058
0.164,-0.03013
0.168,-0.05374
0.172,-0.02286
0.176,-0.01208
0.18,-0.03666
0.184,-0.01152
0.188,-0.03636
0.192,-0.00129
0.196,-0.02358
0.2,-0.00165
0.204,-0.04392
0.208,-0.02785
0.212,-0.0284
0.216,-0.03657
0.22,-0.02809
0.224,-0.02028
0.228,-0.01226
0.232,-0.02524
0.236,-0.03258
0.24,-0.04339
0.244,-0.03421
0.248,-0.03962
0.252,-0.0266
0.256,0.0049
0.26,-0.02055
0.264,-0.01478
0.268,-0.04386
0.272,-0.03571
0.276,-0.03313
0.28,-0.0073
0.284,-0.03576
0.288,0.00774
0.292,-0.01144
0.296,-0.01201
0.3,-0.00193
0.304,0.02532
0.308,0.00693
0.312,0.03515
0.316,0.06975
0.32,0.05097
0.324,0.06993
0.328,0.08545
0.332,0.06482
0.336,0.07229
0.34,0.07324
0.344,0.04179
0.348,0.0501
0.352,0.03121
0.356,0.00112
0.36,0.00723
0.364,-0.03199
0.368,-0.03803
0.372,-0.03131
0.376,-0.02515
0.38,-0.02784
0.384,-0.032
0.388,-0.01861
0.392,-0.01878
0.396,-0.03884
0.4,-0.03976
0.404,-0.03563
0.408,-0.05401
0.412,-0.02363
0.416,-0.02304
0.42,-0.03016
0.424,-0.03748
0.428,-0.01161
0.432,-0.03968
0.436,-0.02901
0.44,-0.024
0.444,-0.05091
0.448,-0.08869
0.452,-0.10489
0.456,-0.14196
0.46,-0.11055
0.464,-0.00079
0.468,0.1413
0.472,0.3391
0.476,0.56435
0.48,0.7984
0.484,0.92398
0.488,0.9793
0.492,0.93316
0.496,0.74752
0.5,0.55202
0.504,0.31271
0.508,0.10763
0.512,-0.08076
0.516,-0.16028
0.52,-0.19133
0.524,-0.17816
0.528,-0.17222
0.532,-0.0952
0.536,-0.05295
0.54,-0.0294
0.544,-0.02378
0.548,-0.02132
0.552,0.00973
0.556,-0.02931
0.56,-0.00793
0.564,-0.03013
0.568,-0.04125
0.572,-0.01227
0.576,-0.01277
0.58,-0.02858
0.584,-0.01129
0.588,-0.03726
0.592,-0.03342
0.596,-0.01292
0.6,0.00698
0.604,-0.00243
0.608,-0.01884
0.612,-0.0395
0.616,-0.04283
0.62,-0.04228
0.624,-0.00276
0.628,-0.02771
0.632,0.00974
0.636,-0.02769
0.64,-0.04301
0.644,-0.01729
0.648,-0.0187
0.652,-0.0449
0.656,-0.00139
0.66,-0.02348
