t_seg,ecg_mV
0.0,-0.02514
0.004,-0.02053
0.008,-0.01763
0.012,-0.02935
0.016,0.00147
0.02,-0.00223
0.024,-0.01741
0.028,0.00316
0.032,-0.05049
0.036,-0.01479
0.04,-0.02942
0.044,-0.01628
0.048,-0.00782
0.052,-0.00843
0.056,0.0151
0.06,-0.02617
0.064,-0.01631
0.068,-0.00956
0.072,0.00322
0.076,0.00919
0.08,0.02349
0.084,0.02279
0.088,0.03998
0.092,0.02662
0.096,0.08016
0.1,0.05001
0.104,0.06259
0.108,0.06355
0.112,0.06366
0.116,0.09819
0.12,0.06809
0.124,0.04397
0.128,0.01239
0.132,0.01913
0.136,0.02119
0.14,0.016
0.144,-0.01693
0.148,-0.03589
0.152,-0.00434
0.156,-0.01499
0.16,-0.01214
0.164,-0.00209
0.168,0.00251
0.172,-0.03347
0.176,0.01314
0.18,-0.01778
0.184,-0.02109
0.188,-0.04222
0.192,-0.0247
0.196,-0.04964
0.2,-0.03072
0.204,-0.03077
0.208,-0.02787
0.212,-0.03999
0.216,-0.02139
0.22,-0.02922
0.224,-0.08895
0.228,-0.11058
0.232,-0.09356
0.236,-0.11196
0.24,-0.05773
0.244,0.06233
0.248,0.25131
0.252,0.44032
0.256,0.66797
0.26,0.85314
0.264,0.95058
0.268,0.98512
0.272,0.87484
0.276,0.66797
0.28,0.44277
0.284,0.23297
0.288,0.04925
0.292,-0.07845
0.296,-0.15838
0.3,-0.19451
0.304,-0.16201
0.308,-0.1078
0.312,-0.08152
0.316,-0.05181
0.32,-0.05829
0.324,-0.013
0.328,-0.01916
0.332,-0.01076
0.336,0.01596
0.34,0.02614
0.344,-0.03023
0.348,-0.00642
0.352,-0.02298
0.356,-0.01044
0.36,-0.00651
0.364,-0.05031
0.368,-0.01009
0.372,0.00638
0.376,-0.01015
0.38,-0.00765
0.384,-0.05277
0.388,0.01205
0.392,0.00401
0.396,-0.04801
0.4,0.0038
0.404,-0.02322
0.408,-0.01987
0.412,-0.02615
0.416,-0.03279
0.42,0.03051
0.424,0.00824
0.428,0.00685
0.432,-0.01042
0.436,-0.00867
0.44,-0.0155
0.444,0.04166
0.448,0.01413
0.452,0.01829
0.456,0.03535
0.46,0.0293
0.464,0.02155
0.468,0.02828
0.472,0.04497
0.476,0.06462
0.48,0.06254
0.484,0.07258
0.488,0.09297
0.492,0.06238
0.496,0.08803
0.5,0.11394
0.504,0.14368
0.508,0.13092
0.512,0.14924
0.516,0.17537
0.52,0.19552
0.524,0.19265
0.528,0.18327
0.532,0.20588
0.536,0.22369
0.54,0.2073
0.544,0.20449
0.548,0.21505
0.552,0.17847
0.556,0.20858
0.56,0.19416
0.564,0.21298
0.568,0.17292
0.572,0.17132
0.576,0.15388
0.58,0.16116
0.584,0.13511
0.588,0.14019
0.592,0.10934
0.596,0.08949
0.6,0.09824
0.604,0.07294
0.608,0.06583
0.612,0.05505
0.616,0.06911
0.62,0.04967
0.624,0.04932
0.628,0.02363
0.632,0.02393
0.636,0.01959
0.64,0.01618
0.644,0.01852
0.648,-0.00364
0.652,0.01904
0.656,0.01717
0.66,-0.01124
0.664,-0.00907
0.668,-0.00764
0.672,0.02749
0.676,0.00035
0.68,0.02504
0.684,0.00687
0.688,0.0253
0.692,0.02946
0.696,0.00733
0.7,-0.0194
0.704,-0.01717
0.708,-0.00011
0.712,-0.00766
0.716,0.01868
0.72,0.00626
0.724,-0.01106
0.728,-0.00827
0.732,-0.00807
0.736,0.01704
0.74,0.01263
0.744,-0.0069
0.748,0.01348
0.752,0.033
0.756,0.01669
0.76,0.01764
0.764,0.02932
0.768,0.01668
0.772,0.04991
0.776,0.0584
0.78,0.08434
0.784,0.07423
0.788,0.09142
0.792,0.10411
0.796,0.10887
0.8,0.09244
0.804,0.08048
0.808,0.05662
0.812,0.04569
0.816,0.08336
0.82,0.05564
0.824,0.03992
0.828,0.03069
0.832,0.01108
0.836,-0.00015
0.84,0.02607
0.844,0.01165
0.848,0.01788
