t_seg,ecg_mV
0.0,0.01016
0.004,-0.00435
0.008,0.01963
0.012,0.00632
0.016,0.02274
0.02,0.01502
0.024,-0.00917
0.028,0.00486
0.032,0.01404
0.036,0.03392
0.04,0.01274
0.044,-0.00346
0.048,0.0184
0.052,0.02013
0.056,0.01673
0.06,-0.01031
0.064,0.02496
0.068,0.02815
0.072,-0.01182
0.076,0.03227
0.08,-0.01092
0.084,0.00374
0.088,0.02339
0.092,0.02517
0.096,0.01827
0.1,0.04417
0.104,0.00795
0.108,0.04329
0.112,0.00562
0.116,0.00296
0.12,3e-05
0.124,0.00212
0.128,0.02342
0.132,0.02913
0.136,0.02388
0.14,0.0057
0.144,0.02086
0.148,0.0128
0.152,0.0161
0.156,0.0162
0.16,-0.012
0.164,0.02166
0.168,0.00918
0.172,0.00271
0.176,0.01767
0.18,0.03565
0.184,0.01407
0.188,0.02488
0.192,0.01055
0.196,0.03808
0.2,0.00731
0.204,0.00696
0.208,-0.01199
0.212,0.03051
0.216,0.01727
0.22,0.02004
0.224,0.01599
0.228,0.00939
0.232,-8e-05
0.236,0.03697
0.24,0.03718
0.244,0.0136
0.248,0.0148
0.252,0.04308
0.256,0.02212
0.26,0.00421
0.264,0.00796
0.268,0.00773
0.272,0.019
0.276,0.03329
0.28,0.02026
0.284,-0.00322
0.288,0.02467
0.292,0.0186
0.296,0.00801
0.3,0.04832
0.304,0.03667
0.308,0.03296
0.312,0.02481
0.316,0.0043
0.32,0.02085
0.324,0.03515
0.328,0.02597
0.332,0.01121
0.336,0.03284
0.34,0.02703
0.344,-0.00446
0.348,0.03018
0.352,0.02069
0.356,0.03347
0.36,0.02318
0.364,0.04233
0.368,0.006
0.372,-0.00297
0.376,0.03147
0.38,0.01295
0.384,0.00016
0.388,0.0284
0.392,-0.00998
0.396,-0.00507
0.4,0.02381
0.404,0.01665
0.408,0.02218
0.412,0.00652
0.416,0.02827
0.42,0.03805
0.424,0.04245
0.428,0.03698
0.432,0.05445
0.436,0.02299
0.44,0.07868
0.444,0.08971
0.448,0.09717
0.452,0.09319
0.456,0.12992
0.46,0.11753
0.464,0.1511
0.468,0.10718
0.472,0.0993
0.476,0.11162
0.48,0.11375
0.484,0.1021
0.488,0.07545
0.492,0.0957
0.496,0.05458
0.5,0.03951
