t_seg,ecg_mV
0.0,-0.0409
0.004,0.00305
0.008,-0.0459
0.012,0.02857
0.016,-0.01194
0.02,0.00574
0.024,-0.00476
0.028,-0.02203
0.032,0.01891
0.036,0.00762
0.04,0.00296
0.044,-0.01687
0.048,-0.03282
0.052,0.00044
0.056,-0.03104
0.06,0.00637
0.064,0.00772
0.068,-0.04733
0.072,-0.0093
0.076,0.02822
0.08,0.02536
0.084,0.09083
0.088,0.10527
0.092,0.02072
0.096,-0.00477
0.1,0.06595
0.104,0.00751
0.108,-0.05159
0.112,0.01821
0.116,-0.0336
0.12,0.0121
0.124,0.01313
0.128,0.07005
0.132,-0.04584
0.136,0.01392
0.14,0.04949
0.144,0.04363
0.148,0.01259
0.152,0.0428
0.156,-0.00711
0.16,0.07427
0.164,0.0497
0.168,0.06005
0.172,0.07732
0.176,0.07543
0.18,0.07785
0.184,0.08307
0.188,0.07395
0.192,0.02951
0.196,0.11364
0.2,0.11718
0.204,0.09493
0.208,0.13118
0.212,0.14151
0.216,0.10229
0.22,0.10424
0.224,0.08112
0.228,0.04664
0.232,0.07972
0.236,0.01895
0.24,-0.01228
0.244,-0.04848
0.248,-0.00606
0.252,0.00057
0.256,-0.01932
0.26,0.02427
0.264,0.04732
0.268,-0.01635
0.272,0.06044
0.276,0.08257
0.28,0.03478
0.284,0.02711
0.288,0.0281
0.292,0.02968
0.296,0.02524
0.3,0.02082
0.304,-0.01641
0.308,0.03197
0.312,0.06348
0.316,0.00077
0.32,-0.05103
0.324,-0.07305
0.328,-0.05746
0.332,-0.07623
0.336,-0.071
0.34,0.0109
0.344,0.26142
0.348,0.44262
0.352,0.63769
0.356,0.87959
0.36,0.94858
0.364,1.00482
0.368,0.94698
0.372,0.75657
0.376,0.54522
0.38,0.33951
0.384,0.12925
0.388,-0.08093
0.392,-0.13678
0.396,-0.15405
0.4,-0.13243
0.404,-0.08626
0.408,-0.0558
0.412,-0.00868
0.416,0.01585
0.42,-0.02237
0.424,0.06847
0.428,0.04609
0.432,-0.02394
0.436,0.01445
0.44,-0.00037
0.444,0.05496
0.448,-0.01525
0.452,-0.05628
0.456,0.05827
0.46,0.01188
0.464,-0.05088
0.468,-0.00474
0.472,0.03912
0.476,0.06215
0.48,0.06636
0.484,0.00711
0.488,-0.02212
0.492,0.07406
0.496,0.07244
0.5,0.01406
0.504,-0.03152
0.508,0.00481
0.512,0.07546
0.516,0.07952
0.52,0.00478
0.524,0.00718
0.528,0.03028
0.532,0.0023
0.536,-0.00928
0.54,0.0123
0.544,0.01886
0.548,0.05565
0.552,0.07549
0.556,0.03246
0.56,0.02107
0.564,0.01712
0.568,0.07065
0.572,0.0689
0.576,0.0899
0.58,0.12105
0.584,0.09625
0.588,0.16997
0.592,0.15922
0.596,0.18036
0.6,0.15802
0.604,0.21009
0.608,0.22375
0.612,0.21453
0.616,0.26313
0.62,0.37731
0.624,0.27612
0.628,0.3005
0.632,0.29455
0.636,0.31335
0.64,0.29538
0.644,0.34022
0.648,0.31242
0.652,0.26513
0.656,0.25334
0.66,0.27921
0.664,0.29813
0.668,0.27536
0.672,0.15415
0.676,0.22469
0.68,0.15896
0.684,0.11508
0.688,0.14823
0.692,0.19073
0.696,0.16494
0.7,0.15327
0.704,0.11124
0.708,0.07256
0.712,0.11253
0.716,0.11467
0.72,0.10988
0.724,0.0483
0.728,0.09863
0.732,0.06251
0.736,0.05663
0.74,0.04219
0.744,0.04531
0.748,0.01066
0.752,-0.038
0.756,-0.05814
0.76,-0.06428
0.764,0.01384
0.768,0.14045
0.772,0.23459
0.776,0.43724
0.78,0.67364
0.784,0.89035
0.788,0.99607
0.792,1.00179
0.796,0.97479
0.8,0.77737
0.804,0.57306
0.808,0.31117
0.812,0.15438
0.816,-0.01215
0.82,-0.17679
0.824,-0.12477
0.828,-0.1344
0.832,-0.16669
0.836,-0.02131
0.84,-0.01347
0.844,0.03997
0.848,0.04977
0.852,0.01042
0.856,0.04625
0.86,0.01955
0.864,0.00271
0.868,0.03437
0.872,0.10512
0.876,-0.00213
0.88,0.03476
0.884,0.07644
0.888,0.02792
0.892,-0.02009
0.896,0.07946
0.9,0.06421
0.904,0.01688
0.908,0.02978
0.912,0.04885
0.916,-0.01599
0.92,-0.00335
0.924,0.04265
0.928,0.0515
0.932,-0.02913
0.936,0.00987
0.94,0.06771
0.944,0.06405
0.948,0.06172
0.952,-0.01086
0.956,0.05472
0.96,-0.01839
0.964,0.06956
0.968,0.01815
0.972,0.06965
0.976,0.04563
0.98,0.10248
0.984,0.04507
0.988,0.07929
0.992,0.15659
0.996,0.14147
1.0,0.08172
1.004,0.07456
1.008,0.1251
1.012,0.11142
1.016,0.15582
1.02,0.22533
1.024,0.1709
1.028,0.18982
1.032,0.20008
1.036,0.14896
1.04,0.16703
1.044,0.22354
1.048,0.18402
1.052,0.2611
1.056,0.24315
1.06,0.28299
1.064,0.18838
1.068,0.27723
1.072,0.24103
1.076,0.25713
1.08,0.19735
1.084,0.26153
1.088,0.25375
1.092,0.22523
1.096,0.22308
1.1,0.16448
1.104,0.19763
1.108,0.15079
1.112,0.22192
1.116,0.18151
1.12,0.13805
1.124,0.21505
1.128,0.10889
1.132,0.12463
1.136,0.13679
1.14,0.12599
1.144,0.04876
1.148,0.14933
1.152,0.08132
1.156,0.08049
1.16,0.03804
1.164,0.06137
1.168,0.05857
1.172,0.01019
1.176,0.04602
1.18,0.0191
1.184,0.08221
1.188,-0.0214
1.192,-0.01512
1.196,0.08389
1.2,0.00307
1.204,-0.01508
1.208,0.00734
1.212,0.03855
1.216,0.0285
1.22,0.11382
1.224,0.02388
1.228,0.01394
1.232,0.10172
1.236,0.07117
1.24,0.00265
1.244,-0.01355
1.248,0.04805
1.252,0.02593
1.256,-0.03795
1.26,-0.02887
1.264,0.00177
1.268,0.05014
1.272,0.1006
1.276,0.00019
1.28,-0.01248
1.284,0.04771
1.288,0.02632
1.292,0.08329
1.296,0.09127
1.3,0.09626
1.304,0.0583
1.308,0.06402
1.312,0.06096
1.316,0.02706
1.32,0.04267
1.324,0.02765
1.328,0.04349
1.332,-0.00362
1.336,0.07113
1.34,0.06594
1.344,0.05724
1.348,0.05817
1.352,0.08655
1.356,-0.01297
1.36,0.03592
1.364,0.06126
1.368,0.0314
1.372,0.06943
1.376,0.02587
1.38,0.00908
1.384,0.00602
1.388,0.00756
1.392,0.0191
1.396,0.00747
1.4,-0.00947
1.404,0.04437
1.408,0.00927
1.412,0.03102
1.416,0.02499
1.42,0.06146
1.424,0.05509
1.428,0.04399
1.432,0.03927
1.436,0.0808
1.44,-0.02031
1.444,0.06034
1.448,0.03909
1.452,0.05164
1.456,-0.00831
1.46,-0.0029
1.464,0.05124
1.468,0.05938
1.472,0.04846
1.476,0.02556
1.48,0.10415
1.484,0.03699
1.488,0.05207
1.492,0.07319
1.496,-0.00823
1.5,0.05254
1.504,-0.01837
1.508,0.04673
1.512,0.01262
1.516,0.02573
1.52,-0.02484
1.524,0.06723
1.528,0.05058
1.532,0.05588
1.536,0.04041
1.54,0.04494
1.544,0.07812
1.548,0.02602
1.552,0.05849
1.556,0.10182
1.56,0.08106
1.564,0.02279
1.568,0.10854
1.572,0.14579
1.576,0.08741
1.58,0.07517
1.584,0.10086
1.588,0.14121
1.592,0.13868
1.596,0.17478
1.6,0.13255
1.604,0.15763
1.608,0.17054
1.612,0.09762
1.616,0.05538
1.62,0.05109
1.624,0.07315
1.628,0.04698
1.632,0.0233
1.636,0.03207
1.64,0.08052
1.644,0.04932
1.648,0.07554
1.652,0.02212
1.656,0.063
1.66,-0.00433
