t_seg,ecg_mV
0.0,0.02494
0.004,0.00812
0.008,0.02223
0.012,0.0113
0.016,0.00247
0.02,0.01981
0.024,0.03458
0.028,0.02628
0.032,0.02682
0.036,0.0418
0.04,0.02974
0.044,0.02256
0.048,0.0187
0.052,0.04242
0.056,0.01444
0.06,0.01483
0.064,0.03235
0.068,0.03533
0.072,0.00588
0.076,0.03104
0.08,0.0201
0.084,0.02353
0.088,0.01689
0.092,0.02028
0.096,0.04044
0.1,0.02953
0.104,0.01168
0.108,0.01577
0.112,0.00514
0.116,-0.00738
0.12,0.01134
0.124,0.03182
0.128,0.0289
0.132,0.00675
0.136,0.05341
0.14,0.03365
0.144,0.01067
0.148,0.02046
0.152,0.02121
0.156,0.01509
0.16,0.04134
0.164,0.04434
0.168,0.0193
0.172,0.02619
0.176,0.02498
0.18,0.0148
0.184,0.00202
0.188,0.0001
0.192,0.02295
0.196,0.02053
0.2,0.01843
0.204,0.01965
0.208,0.02144
0.212,0.01218
0.216,-0.00784
0.22,-0.01115
0.224,0.03223
0.228,0.01711
0.232,-0.00296
0.236,0.00474
0.24,0.02225
0.244,0.03742
0.248,0.03245
0.252,0.0215
0.256,0.02082
0.26,-0.00046
0.264,0.0184
0.268,0.00696
0.272,0.01618
0.276,-0.00869
0.28,0.02101
0.284,0.00695
0.288,0.0264
0.292,-0.00839
0.296,0.02267
0.3,0.01565
0.304,0.00364
0.308,0.01744
0.312,0.00137
0.316,0.03029
0.32,-0.01122
0.324,0.04937
0.328,-0.0021
0.332,-0.01063
0.336,-0.01674
0.34,0.01725
0.344,0.00525
0.348,-0.00468
0.352,-0.00488
0.356,-0.01096
0.36,0.01826
0.364,0.01705
0.368,0.01866
0.372,-0.0062
0.376,0.02491
0.38,0.01565
0.384,0.03126
0.388,0.02818
0.392,0.05739
0.396,0.07956
0.4,0.07318
0.404,0.09098
0.408,0.09562
0.412,0.08974
0.416,0.11257
0.42,0.09601
0.424,0.10704
0.428,0.10867
0.432,0.10983
0.436,0.06547
0.44,0.07994
0.444,0.07866
0.448,0.04696
0.452,0.03949
0.456,0.03607
0.46,0.03035
0.464,0.01535
0.468,0.02341
0.472,-0.02663
0.476,-0.00666
0.48,0.00866
0.484,0.02538
0.488,-0.00767
0.492,-0.00896
0.496,-0.00303
0.5,0.01822
0.504,-0.00608
0.508,0.01808
0.512,0.0347
0.516,0.01285
0.52,0.0291
0.524,0.02107
0.528,0.02802
0.532,-0.0155
0.536,-0.04625
0.54,-0.05718
0.544,-0.07815
0.548,-0.109
0.552,-0.02837
0.556,0.07282
0.56,0.25741
0.564,0.44515
0.568,0.67857
0.572,0.85671
0.576,1.00473
0.58,0.99493
0.584,0.91255
0.588,0.73808
0.592,0.45901
0.596,0.28446
0.6,0.06902
0.604,-0.0654
0.608,-0.15171
0.612,-0.18745
0.616,-0.15262
0.62,-0.09918
0.624,-0.07472
0.628,-0.02293
0.632,0.004
0.636,-0.0124
0.64,-0.00388
0.644,0.01862
0.648,-0.01656
0.652,0.01444
0.656,-0.01909
0.66,0.02087
0.664,0.0036
0.668,-0.00459
0.672,0.00172
0.676,0.03181
0.68,-0.01537
0.684,-0.0141
0.688,0.01835
0.692,0.01773
0.696,0.00038
0.7,0.01562
0.704,0.00345
0.708,0.01417
0.712,0.00445
0.716,0.00827
0.72,0.00848
0.724,-0.00136
0.728,0.00635
0.732,0.01484
0.736,0.01035
0.74,-0.00897
0.744,0.01568
0.748,0.04777
0.752,0.0295
0.756,0.02625
0.76,0.01807
0.764,0.00481
0.768,0.02607
0.772,0.01978
0.776,0.04589
0.78,0.02212
0.784,0.05721
0.788,0.05438
0.792,0.07633
0.796,0.07742
0.8,0.10347
0.804,0.0729
0.808,0.1108
0.812,0.13159
0.816,0.15844
0.82,0.14808
0.824,0.15388
0.828,0.16714
0.832,0.19014
0.836,0.1908
0.84,0.18303
0.844,0.19642
0.848,0.19606
0.852,0.20992
0.856,0.21441
0.86,0.23193
0.864,0.21727
0.868,0.19687
0.872,0.205
0.876,0.18797
0.88,0.18585
0.884,0.1795
0.888,0.17428
0.892,0.15764
0.896,0.15615
0.9,0.1567
0.904,0.1478
0.908,0.14347
0.912,0.09868
0.916,0.08386
0.92,0.07433
0.924,0.07843
0.928,0.05531
0.932,0.05204
0.936,0.02509
0.94,0.03281
0.944,0.05061
0.948,0.00519
0.952,0.00864
0.956,0.01238
0.96,0.0201
0.964,-0.00155
0.968,0.02047
0.972,0.02327
0.976,0.0229
0.98,0.00767
0.984,-0.00085
0.988,-0.0158
0.992,-0.00308
0.996,-0.00026
1.0,-0.03555
1.004,-0.00202
1.008,-0.00114
1.012,0.00335
1.016,0.0285
1.02,-0.00198
1.024,0.00083
1.028,0.00821
1.032,-0.00745
1.036,-0.00375
1.04,-0.033
1.044,-0.02247
1.048,-0.01355
1.052,-0.03442
1.056,0.00597
1.06,0.00118
1.064,0.00154
1.068,-0.00842
1.072,-0.0484
1.076,0.00358
1.08,-0.00911
1.084,0.02056
1.088,0.00474
1.092,-0.02945
1.096,-0.03613
1.1,-0.01244
1.104,-0.01047
1.108,-0.0068
1.112,0.01789
1.116,0.01934
1.12,0.00369
1.124,-0.00117
1.128,-0.01048
1.132,0.00251
1.136,-0.03651
1.14,0.00438
1.144,-0.00909
1.148,0.01663
1.152,-0.03918
1.156,0.00318
1.16,-0.0019
1.164,-0.01163
1.168,0.01391
1.172,-0.0262
1.176,-0.03005
1.18,-0.02155
1.184,0.00252
1.188,0.00179
1.192,-0.032
1.196,-0.00517
1.2,0.02814
1.204,-0.02424
1.208,-0.02534
1.212,-0.01564
1.216,-0.00493
1.22,-0.02635
1.224,-0.00399
1.228,-0.00677
1.232,-0.00648
1.236,-0.04242
1.24,-0.01512
1.244,-0.02239
1.248,-0.00574
1.252,-0.06502
1.256,0.00249
1.26,0.00066
1.264,-0.03813
1.268,-0.00996
1.272,-0.03844
1.276,-0.04052
1.28,-0.00507
1.284,0.0011
1.288,-0.01842
1.292,0.0042
1.296,-0.02548
1.3,0.00275
1.304,-0.0109
1.308,0.00434
1.312,-0.00029
1.316,-0.01863
1.32,-0.02637
1.324,-0.01219
1.328,-0.00787
1.332,0.00534
1.336,-0.02583
1.34,-0.01755
1.344,-0.02543
1.348,0.00807
1.352,-0.041
1.356,-0.02318
1.36,-0.00756
1.364,-0.01373
1.368,-0.02738
1.372,-0.01435
1.376,-0.0021
1.38,-0.01613
1.384,-0.00857
1.388,-0.0191
1.392,0.01743
1.396,-0.01985
1.4,-0.01511
1.404,-0.02939
1.408,-0.03292
1.412,-0.02376
1.416,-0.00176
1.42,-0.01658
1.424,-0.00665
1.428,-0.02777
1.432,-0.03883
1.436,-0.00946
1.44,-0.02195
1.444,-0.01743
1.448,-0.00982
1.452,-0.00492
1.456,-0.00716
1.46,-0.01421
1.464,-0.03167
1.468,-0.01293
1.472,-0.03038
1.476,-0.01695
1.48,-0.02604
1.484,-0.03928
1.488,-0.01233
1.492,0.00809
1.496,-0.01387
1.5,-0.03042
1.504,-0.03426
1.508,-0.01046
1.512,-0.03164
1.516,-0.04052
1.52,-0.01912
1.524,-0.01843
1.528,-0.01705
1.532,-0.01153
1.536,-0.03359
1.54,-0.01941
1.544,-0.00918
1.548,-0.01309
1.552,0.00111
1.556,-0.02709
1.56,-0.02662
1.564,-0.03061
1.568,-0.00337
1.572,-0.01436
1.576,-0.00533
1.58,-0.02244
1.584,-0.0065
1.588,0.00354
1.592,0.01332
1.596,0.00834
1.6,0.02982
1.604,0.0315
1.608,0.07075
1.612,0.04513
1.616,0.07178
1.62,0.05169
1.624,0.04053
1.628,0.05945
1.632,0.0953
1.636,0.09354
1.64,0.05778
1.644,0.0392
