t_seg,ecg_mV
0.0,-0.04076
0.004,0.0398
0.008,0.00762
0.012,0.01621
0.016,0.02238
0.02,0.01212
0.024,-0.01011
0.028,0.06652
0.032,-0.02268
0.036,0.00448
0.04,0.006
0.044,-0.00543
0.048,-0.06414
0.052,0.01497
0.056,0.03381
0.06,-0.02982
0.064,0.03593
0.068,0.01019
0.072,0.00306
0.076,-0.00375
0.08,0.04717
0.084,0.04132
0.088,0.03157
0.092,0.01152
0.096,0.02454
0.1,0.01982
0.104,0.07621
0.108,0.05253
0.112,0.08567
0.116,0.07224
0.12,0.12128
0.124,0.09477
0.128,0.14683
0.132,0.07981
0.136,0.1054
0.14,0.09449
0.144,0.09287
0.148,0.03915
0.152,0.09327
0.156,0.03726
0.16,0.00192
0.164,0.02627
0.168,0.14361
0.172,0.03594
0.176,0.01944
0.18,-0.03782
0.184,0.0088
0.188,-0.00521
0.192,0.00262
0.196,0.03702
0.2,0.06588
0.204,-0.00058
0.208,0.05888
0.212,0.08691
0.216,-0.05844
0.22,0.04633
0.224,-0.05227
0.228,0.04465
0.232,-0.0398
0.236,-0.01967
0.24,-0.0843
0.244,0.01817
0.248,-0.04267
0.252,-0.10515
0.256,-0.15646
0.26,-0.07228
0.264,-0.02676
0.268,0.09015
0.272,0.24665
0.276,0.48585
0.28,0.75869
0.284,0.96284
0.288,1.04248
0.292,1.01127
0.296,0.8415
0.3,0.70963
0.304,0.4353
0.308,0.15938
0.312,0.00847
0.316,-0.0665
0.32,-0.09987
0.324,-0.16163
0.328,-0.17267
0.332,-0.07669
0.336,0.04749
0.34,-0.00691
0.344,-0.02837
0.348,0.0352
0.352,-0.00165
0.356,-0.01813
0.36,0.01948
0.364,-0.01273
0.368,-0.01923
0.372,-0.03583
0.376,0.03576
0.38,0.00416
0.384,-0.02186
0.388,-0.00402
0.392,0.00959
0.396,0.01898
0.4,0.0494
0.404,0.09357
0.408,-0.0133
0.412,-0.01839
0.416,0.06233
0.42,0.03884
0.424,0.06332
0.428,-0.00784
0.432,0.00996
0.436,0.01552
0.44,0.04642
0.444,0.02382
0.448,0.04354
0.452,0.0285
0.456,0.07537
0.46,0.0004
0.464,0.03573
0.468,0.07453
0.472,0.01685
0.476,0.06248
0.48,0.05205
0.484,0.00891
0.488,0.14072
0.492,0.0509
0.496,0.0371
0.5,0.09078
0.504,0.08859
0.508,0.09071
0.512,0.06374
0.516,0.13216
0.52,0.13056
0.524,0.13996
0.528,0.21778
0.532,0.19644
0.536,0.14625
0.54,0.18871
0.544,0.17125
0.548,0.23577
0.552,0.22077
0.556,0.28654
0.56,0.21058
0.564,0.2802
0.568,0.23859
0.572,0.26116
0.576,0.29757
0.58,0.23503
0.584,0.27785
0.588,0.17902
0.592,0.23013
0.596,0.20671
0.6,0.1714
0.604,0.18579
0.608,0.1728
0.612,0.15512
0.616,0.21497
0.62,0.10738
0.624,0.16395
0.628,0.07305
0.632,0.04414
0.636,0.10761
0.64,0.05096
0.644,0.05711
0.648,0.03907
0.652,0.08926
0.656,0.05999
0.66,0.06878
0.664,0.04966
0.668,0.05865
0.672,0.03686
0.676,0.04839
0.68,0.01039
0.684,0.09092
0.688,0.09185
0.692,0.01241
0.696,4e-05
0.7,0.01159
0.704,0.05112
0.708,0.01244
0.712,0.02371
0.716,0.03568
0.72,0.02319
0.724,0.02487
0.728,0.04101
0.732,-0.02917
0.736,0.00677
0.74,0.08796
0.744,0.02849
0.748,-0.00741
0.752,0.0217
0.756,0.04619
0.76,0.03317
0.764,-0.00486
0.768,-0.02693
0.772,0.04459
0.776,0.04195
0.78,0.02758
0.784,0.02907
0.788,0.0001
0.792,-0.03114
0.796,0.02092
0.8,0.0237
0.804,-0.00432
0.808,0.02512
0.812,0.0057
0.816,0.0126
0.82,0.04499
0.824,0.13866
0.828,0.11132
0.832,0.09631
0.836,0.13636
0.84,0.09084
0.844,0.0884
0.848,0.14019
0.852,0.11292
0.856,0.12581
0.86,0.1067
0.864,0.10542
0.868,0.09551
0.872,0.06691
0.876,0.11518
0.88,0.11892
0.884,0.03997
0.888,0.02692
0.892,0.0577
0.896,-0.01987
0.9,0.01913
0.904,0.01513
