t_seg,ecg_mV
0.0,0.00422
0.004,0.01858
0.008,-0.01516
0.012,-0.08746
0.016,-0.01581
0.02,-0.05814
0.024,-0.03101
0.028,-0.04985
0.032,-0.03457
0.036,-0.0719
0.04,-0.01746
0.044,-0.0247
0.048,-0.03915
0.052,-0.03437
0.056,-0.02624
0.06,-0.05963
0.064,-0.09717
0.068,-0.1882
0.072,-0.15553
0.076,-0.09606
0.08,0.08694
0.084,0.35521
0.088,0.59606
0.092,0.71694
0.096,0.88435
0.1,0.96383
0.104,0.90005
0.108,0.75837
0.112,0.59457
0.116,0.36903
0.12,0.19061
0.124,-0.02502
0.128,-0.13282
0.132,-0.20836
0.136,-0.20577
0.14,-0.15902
0.144,-0.08841
0.148,-0.06805
0.152,-0.05948
0.156,0.02004
0.16,-0.02279
0.164,-0.00884
0.168,-0.04452
0.172,-0.01216
0.176,0.02949
0.18,-0.02476
0.184,0.02448
0.188,0.00192
0.192,-0.02813
0.196,-0.07249
0.2,-0.02931
0.204,-0.09094
0.208,-0.08419
0.212,-0.03666
0.216,0.01956
0.22,0.02236
0.224,-0.01867
0.228,0.0495
0.232,-0.00806
0.236,-0.02084
0.24,-0.0059
0.244,-0.01064
0.248,-0.00394
0.252,0.01071
0.256,0.01299
0.26,-0.0211
0.264,-0.02605
0.268,-0.0104
0.272,0.01962
0.276,0.0152
0.28,0.00945
0.284,-0.01535
0.288,0.05623
0.292,-0.02401
0.296,0.0092
0.3,0.05756
0.304,0.03301
0.308,0.01078
0.312,0.0401
0.316,0.07154
0.32,0.11145
0.324,0.07996
0.328,0.09966
0.332,0.11368
0.336,0.1619
0.34,0.16601
0.344,0.14894
0.348,0.17826
0.352,0.19055
0.356,0.18835
0.36,0.19324
0.364,0.18857
0.368,0.28436
0.372,0.20876
0.376,0.2157
0.38,0.2106
0.384,0.25823
0.388,0.27382
0.392,0.18694
0.396,0.17955
0.4,0.17622
0.404,0.24186
0.408,0.18437
0.412,0.16127
0.416,0.16403
0.42,0.13855
0.424,0.13141
0.428,0.12959
0.432,0.08899
0.436,0.00363
0.44,0.07425
0.444,0.03943
0.448,0.00918
0.452,3e-05
0.456,0.06572
0.46,0.04927
0.464,0.01315
0.468,-0.01048
0.472,0.03284
0.476,-0.02806
0.48,0.02226
0.484,0.04884
0.488,-0.00811
0.492,-0.01248
0.496,0.00693
0.5,0.01887
0.504,0.04612
0.508,-0.05042
0.512,-0.00739
0.516,-0.04133
0.52,-0.00196
0.524,0.07163
0.528,0.02937
0.532,-0.01158
0.536,-0.09837
0.54,0.02688
0.544,-0.0207
0.548,0.03222
0.552,0.00093
0.556,0.00361
0.56,0.03744
0.564,0.05776
0.568,-0.03764
0.572,0.01054
0.576,0.04241
0.58,-0.01381
0.584,-0.07411
0.588,-0.00442
0.592,-0.03345
0.596,0.02572
0.6,-0.06267
0.604,0.05423
0.608,-0.04646
0.612,0.01327
0.616,0.04678
0.62,0.00745
0.624,-0.01158
0.628,-0.01751
0.632,0.0204
0.636,0.02146
0.64,-0.05767
0.644,0.01081
0.648,0.03162
0.652,0.03117
0.656,0.07713
0.66,0.06337
0.664,-0.01606
0.668,0.02536
0.672,0.1254
0.676,0.1055
0.68,0.11383
0.684,0.06892
0.688,0.0634
0.692,0.09084
0.696,0.1052
0.7,0.01895
0.704,0.03039
0.708,0.07064
0.712,0.00975
0.716,-0.02922
0.72,-0.02425
0.724,-0.08327
0.728,0.02495
0.732,-0.02334
0.736,-0.05373
0.74,0.00746
0.744,-0.06124
0.748,-0.02162
0.752,-0.00119
0.756,-0.03633
0.76,0.01004
0.764,0.11233
0.768,-0.04355
0.772,0.01802
0.776,-0.02997
0.78,0.02946
0.784,-0.00092
0.788,0.01388
0.792,-0.03217
0.796,-0.01015
0.8,-0.03698
0.804,-0.09621
0.808,-0.1152
0.812,-0.11217
0.816,-0.04415
0.82,0.02668
0.824,0.20693
0.828,0.44713
0.832,0.63396
0.836,0.79541
0.84,0.93906
0.844,0.94135
0.848,0.90349
0.852,0.69616
0.856,0.55999
0.86,0.3198
0.864,0.0912
0.868,-0.05639
0.872,-0.13059
0.876,-0.14371
0.88,-0.21
0.884,-0.06542
0.888,-0.03253
0.892,-0.0393
0.896,-0.0539
0.9,-0.06902
0.904,-0.01079
0.908,-0.03258
0.912,-0.00294
0.916,-0.00889
0.92,-0.06966
0.924,0.06256
0.928,-0.00825
0.932,0.02639
0.936,0.02362
0.94,0.03331
0.944,0.01757
0.948,-0.01568
0.952,0.03327
0.956,-0.03997
0.96,-0.00913
0.964,0.01451
0.968,0.03588
0.972,-0.03519
0.976,0.01165
0.98,-0.05465
0.984,-0.02029
0.988,-0.03063
0.992,0.03036
0.996,-0.02576
1.0,0.02297
1.004,0.0135
1.008,-0.01828
1.012,-0.02173
1.016,0.03362
