t_seg,ecg_mV
0.0,-0.01877
0.004,-0.0658
0.008,-0.06452
0.012,-0.04548
0.016,0.06968
0.02,-0.03987
0.024,0.01533
0.028,-0.00891
0.032,-0.04342
0.036,-0.03067
0.04,-0.06541
0.044,-0.0439
0.048,0.05689
0.052,-0.04691
0.056,-0.03327
0.06,0.00097
0.064,-0.03911
0.068,0.02731
0.072,-0.05929
0.076,-0.01258
0.08,-0.01432
0.084,-0.03469
0.088,-0.07272
0.092,-0.02969
0.096,0.01179
0.1,-0.01361
0.104,0.01862
0.108,0.05361
0.112,0.0384
0.116,0.0551
0.12,0.05559
0.124,0.05787
0.128,0.08677
0.132,0.07874
0.136,0.13668
0.14,0.09547
0.144,0.04546
0.148,0.10765
0.152,0.10614
0.156,0.00657
0.16,0.04739
0.164,0.06343
0.168,-0.02273
0.172,-0.00137
0.176,0.06817
0.18,-0.00639
0.184,-0.00191
0.188,0.02312
0.192,-0.00994
0.196,-0.0343
0.2,-0.08305
0.204,-0.0224
0.208,-0.02019
0.212,0.01199
0.216,-0.09622
0.22,-0.00089
0.224,0.01415
0.228,-0.04316
0.232,-0.05865
0.236,-0.01479
0.24,0.00221
0.244,-0.04282
0.248,-0.00127
0.252,-0.01897
0.256,-0.07502
0.26,-0.14211
0.264,-0.15958
0.268,-0.10904
0.272,-0.04422
0.276,0.12158
0.28,0.30938
0.284,0.58634
0.288,0.78907
0.292,0.91218
0.296,0.97167
0.3,0.96015
0.304,0.81557
0.308,0.54794
0.312,0.35695
0.316,0.18335
0.32,-0.04282
0.324,-0.1054
0.328,-0.15721
0.332,-0.15995
0.336,-0.13192
0.34,-0.12048
0.344,-0.03788
0.348,-0.02001
0.352,0.05175
0.356,-0.02441
0.36,-0.04467
0.364,-0.04708
0.368,-0.07848
0.372,-0.06804
0.376,0.00224
0.38,-0.0188
0.384,-0.0799
0.388,0.00948
0.392,-0.00483
0.396,0.06389
0.4,-0.00059
0.404,-0.01719
0.408,-0.03846
0.412,-0.01135
0.416,0.00434
0.42,0.0228
0.424,-0.02553
0.428,0.02482
0.432,-0.02601
0.436,0.02818
0.44,-0.02948
0.444,-0.01211
0.448,0.03321
0.452,0.05737
0.456,0.0147
0.46,0.01719
0.464,0.00116
0.468,-0.04981
0.472,0.05516
0.476,0.06258
0.48,0.02405
0.484,0.046
0.488,0.03576
0.492,0.0137
0.496,-0.00677
0.5,-0.03241
0.504,0.0364
0.508,0.0644
0.512,0.08094
0.516,0.1356
0.52,0.10469
0.524,0.12094
0.528,0.09314
0.532,0.08884
0.536,0.08997
0.54,0.15575
0.544,0.18759
0.548,0.1692
0.552,0.18344
0.556,0.2481
0.56,0.26917
0.564,0.2746
0.568,0.25006
0.572,0.31816
0.576,0.32501
0.58,0.30451
0.584,0.33106
0.588,0.222
0.592,0.38471
0.596,0.22937
0.6,0.2589
0.604,0.22914
0.608,0.17407
0.612,0.15413
0.616,0.15349
0.62,0.12641
0.624,0.07775
0.628,0.12296
0.632,0.06861
0.636,0.07157
0.64,0.10247
0.644,0.08907
0.648,0.07455
0.652,0.02736
0.656,0.0503
0.66,0.04048
0.664,0.00042
0.668,-0.03043
0.672,-0.02097
0.676,0.04905
0.68,0.07855
0.684,-0.00026
0.688,0.02395
0.692,0.06101
0.696,0.0217
