t_seg,ecg_mV
0.0,0.46227
0.004,0.70688
0.008,0.89452
0.012,0.95693
0.016,0.9883
0.02,0.86329
0.024,0.67278
0.028,0.48688
0.032,0.21489
0.036,0.04864
0.04,-0.06507
0.044,-0.15224
0.048,-0.17954
0.052,-0.16054
0.056,-0.10608
0.06,-0.05573
0.064,-0.06127
0.068,-0.02614
0.072,-0.02647
0.076,-0.05264
0.08,-0.01114
0.084,0.00462
0.088,-0.03601
0.092,-0.00904
0.096,0.01498
0.1,-0.01902
0.104,-0.01598
0.108,-0.03962
0.112,-0.05519
0.116,-0.00328
0.12,0.0154
0.124,-0.03805
0.128,-0.02773
0.132,-0.00834
0.136,0.00837
0.14,-0.01552
0.144,-0.01077
0.148,-0.02651
0.152,-0.00395
0.156,-0.00831
0.16,-0.0253
0.164,-0.00678
0.168,-0.01641
0.172,-0.00301
0.176,-0.01238
0.18,-0.02797
0.184,-0.01567
0.188,0.00906
0.192,0.01871
0.196,-0.00499
0.2,-0.00552
0.204,0.00908
0.208,0.03132
0.212,-0.00338
0.216,0.03935
0.22,0.00023
0.224,0.04179
0.228,0.04538
0.232,0.05973
0.236,0.0957
0.24,0.09549
0.244,0.10909
0.248,0.1147
0.252,0.11118
0.256,0.1428
0.26,0.14713
0.264,0.1575
0.268,0.17905
0.272,0.172
0.276,0.17916
0.28,0.2307
0.284,0.19909
0.288,0.19735
0.292,0.20807
0.296,0.19694
0.3,0.21812
0.304,0.18213
0.308,0.19825
0.312,0.20396
0.316,0.16245
0.32,0.17368
0.324,0.16223
0.328,0.15565
0.332,0.13901
0.336,0.12039
0.34,0.09962
0.344,0.0649
0.348,0.10685
0.352,0.07831
0.356,0.08335
0.36,0.04662
0.364,0.05526
0.368,0.03973
0.372,0.03004
0.376,0.02177
0.38,0.0195
0.384,-0.01441
0.388,0.01507
0.392,0.03939
0.396,-0.00422
0.4,-0.01501
0.404,-0.01271
0.408,-0.02406
0.412,-0.02082
0.416,-0.00509
0.42,-0.0497
0.424,-0.0167
0.428,-0.00721
0.432,-0.05367
0.436,-0.02348
0.44,-0.04097
0.444,-0.01036
0.448,-0.02819
0.452,-0.02731
0.456,0.00708
0.46,-0.01962
0.464,-0.03401
0.468,-0.03133
0.472,-0.03496
0.476,-0.02443
0.48,-0.00249
0.484,0.0006
0.488,-0.00488
0.492,-0.02888
0.496,-0.00492
0.5,-0.01589
0.504,-0.00224
0.508,-0.00423
