t_seg,ecg_mV
0.0,0.00088
0.004,0.0901
0.008,0.00537
0.012,0.00536
0.016,-0.009
0.02,0.01972
0.024,0.06842
0.028,0.00204
0.032,0.01208
0.036,0.03873
0.04,-0.02849
0.044,0.04594
0.048,0.04271
0.052,0.05572
0.056,0.05605
0.06,0.05102
0.064,0.03014
0.068,-0.00423
0.072,0.02845
0.076,-0.01805
0.08,0.01559
0.084,0.00791
0.088,0.02551
0.092,0.03235
0.096,0.00089
0.1,0.01875
0.104,0.01753
0.108,-0.04015
0.112,0.01026
0.116,-0.03863
0.12,0.05868
0.124,0.01296
0.128,0.03457
0.132,0.07742
0.136,0.09529
0.14,0.15762
0.144,0.09085
0.148,0.18836
0.152,0.17604
0.156,0.12552
0.16,0.14929
0.164,0.15045
0.168,0.12247
0.172,0.06374
0.176,0.06761
0.18,0.08077
0.184,0.0873
0.188,0.07399
0.192,0.0449
0.196,0.045
0.2,0.03769
0.204,0.03772
0.208,-1e-05
0.212,-0.0391
0.216,0.04039
0.22,-0.0208
0.224,0.01929
0.228,0.00511
0.232,0.06441
0.236,0.00566
0.24,0.01045
0.244,0.0109
0.248,0.08758
0.252,0.05636
0.256,0.02307
0.26,0.04397
0.264,0.04349
0.268,0.05907
0.272,-0.0763
0.276,-0.09192
0.28,-0.10009
0.284,-0.05239
0.288,0.1005
0.292,0.27893
0.296,0.49896
0.3,0.66787
0.304,0.92296
0.308,1.0215
0.312,1.01073
0.316,0.97085
0.32,0.80206
0.324,0.53921
0.328,0.27877
0.332,0.13713
0.336,0.01102
0.34,-0.16045
0.344,-0.12448
0.348,-0.11768
0.352,-0.05913
0.356,-0.10154
0.36,-0.0312
0.364,0.03389
0.368,-0.00878
0.372,0.01323
0.376,0.05687
0.38,0.04299
0.384,0.00708
0.388,0.03196
0.392,0.05018
0.396,0.00469
0.4,0.03432
0.404,0.07337
0.408,-0.0083
0.412,0.0403
0.416,0.01159
0.42,0.05263
0.424,0.04471
0.428,0.01496
0.432,0.06835
0.436,-0.01128
0.44,0.0677
0.444,-0.0079
0.448,-0.00367
0.452,-0.00777
0.456,0.03696
0.46,0.00692
0.464,0.01429
0.468,0.02936
0.472,0.03088
0.476,0.0622
0.48,0.04619
0.484,0.04854
0.488,0.07554
0.492,0.10343
0.496,0.05848
0.5,0.05747
0.504,0.04732
0.508,0.11367
0.512,0.14751
0.516,0.13277
0.52,0.14021
0.524,0.10713
0.528,0.1446
0.532,0.15542
0.536,0.18473
0.54,0.17236
0.544,0.0804
0.548,0.15233
0.552,0.18667
0.556,0.17049
0.56,0.26098
0.564,0.2003
0.568,0.23711
0.572,0.30788
0.576,0.25267
0.58,0.1643
0.584,0.24632
0.588,0.2473
0.592,0.23994
0.596,0.25545
0.6,0.25721
0.604,0.17472
0.608,0.24994
0.612,0.23624
0.616,0.16999
0.62,0.25216
0.624,0.26367
0.628,0.1618
0.632,0.17525
0.636,0.12962
0.64,0.14328
0.644,0.1559
0.648,0.16199
0.652,0.15834
0.656,0.17778
0.66,0.10628
0.664,0.06531
0.668,0.01273
0.672,0.08152
0.676,0.1063
0.68,0.06889
0.684,0.02557
0.688,0.11078
0.692,0.09884
0.696,0.05186
0.7,0.06449
0.704,0.03465
0.708,-0.00054
0.712,0.03186
0.716,0.00595
0.72,0.05504
0.724,-0.02447
0.728,0.06379
0.732,0.01812
0.736,0.04876
0.74,0.03266
0.744,0.07871
0.748,-0.02979
0.752,0.06052
0.756,0.04112
0.76,0.02509
0.764,0.04191
0.768,0.00253
0.772,-0.00273
0.776,-0.01368
0.78,0.09422
0.784,0.08354
0.788,0.03414
0.792,0.02707
0.796,-0.03314
0.8,0.06811
0.804,0.02572
0.808,0.06573
0.812,0.03364
0.816,0.02746
0.82,0.00771
0.824,0.0556
0.828,0.00641
0.832,-0.02289
0.836,0.06869
0.84,0.02558
0.844,0.01046
0.848,0.03227
0.852,0.04816
0.856,0.07515
0.86,0.03643
0.864,0.02039
0.868,0.03119
0.872,0.08703
0.876,0.05471
0.88,-0.01672
0.884,0.01943
0.888,0.04331
0.892,-0.04982
0.896,0.06991
0.9,-0.01592
0.904,-0.04174
0.908,0.05402
0.912,0.02412
0.916,0.01327
0.92,-0.00983
0.924,0.05858
0.928,0.06005
0.932,0.09366
0.936,0.13046
0.94,0.02198
0.944,0.02182
0.948,0.01991
0.952,0.02898
0.956,0.03865
0.96,-0.00247
0.964,0.01647
0.968,0.03907
0.972,0.05017
0.976,0.03463
0.98,0.00692
0.984,0.02954
0.988,0.04127
0.992,0.02016
0.996,0.01494
1.0,-0.02102
1.004,0.07465
1.008,0.07435
1.012,0.09274
1.016,-0.00652
1.02,0.09906
1.024,0.09668
1.028,0.08343
1.032,0.10714
1.036,0.11035
1.04,0.10049
1.044,0.114
1.048,0.08694
1.052,0.1583
1.056,0.15845
1.06,0.05773
1.064,0.02207
1.068,0.03413
1.072,0.02059
1.076,0.01584
1.08,0.04034
1.084,-0.00097
1.088,0.00488
1.092,0.05535
1.096,-0.11905
1.1,0.05515
1.104,-0.02745
1.108,0.06913
1.112,-0.0085
1.116,0.02713
1.12,-0.01453
1.124,-7e-05
1.128,0.05463
1.132,0.03433
1.136,0.09929
1.14,0.00649
1.144,-0.04247
1.148,0.01639
1.152,0.00282
1.156,-0.05739
1.16,-0.07873
1.164,-0.13741
1.168,-0.02058
1.172,0.10836
1.176,0.26013
1.18,0.47997
1.184,0.65102
1.188,0.89645
1.192,0.97414
1.196,1.00779
1.2,0.92302
1.204,0.69526
1.208,0.50068
1.212,0.23686
1.216,0.17382
1.22,-0.06289
1.224,-0.15446
1.228,-0.19529
1.232,-0.16029
1.236,-0.05977
1.24,-0.05089
1.244,-0.05328
1.248,0.07677
1.252,0.03628
1.256,-0.01958
1.26,0.01769
1.264,0.00253
1.268,-0.03451
1.272,0.04748
1.276,-0.00706
1.28,0.01501
1.284,-0.02685
1.288,0.04772
1.292,0.03225
1.296,0.06462
1.3,0.02072
1.304,-0.01005
1.308,-0.02318
1.312,0.03297
1.316,0.02042
1.32,0.00915
1.324,0.03381
1.328,0.03559
1.332,0.00269
1.336,0.02881
1.34,0.10782
1.344,0.02022
1.348,0.0004
1.352,0.09155
1.356,0.06791
1.36,-0.01833
1.364,0.0047
1.368,0.0773
1.372,0.06869
1.376,0.06245
1.38,0.05904
1.384,0.04267
1.388,0.06961
1.392,0.03382
1.396,0.14342
1.4,0.08052
1.404,0.06913
1.408,0.11354
1.412,0.14636
1.416,0.17237
1.42,0.18978
1.424,0.1177
1.428,0.18614
1.432,0.19143
1.436,0.14753
1.44,0.23127
1.444,0.19648
1.448,0.13418
1.452,0.2191
1.456,0.21907
1.46,0.16147
1.464,0.25692
1.468,0.22344
1.472,0.21566
1.476,0.25091
1.48,0.29001
1.484,0.25279
1.488,0.26459
1.492,0.22167
1.496,0.19603
1.5,0.24913
1.504,0.18228
1.508,0.22535
1.512,0.23506
1.516,0.13313
1.52,0.21247
1.524,0.18047
1.528,0.0998
1.532,0.10765
1.536,0.08484
1.54,0.05029
1.544,0.08968
1.548,0.117
1.552,0.14609
1.556,0.12753
1.56,0.08796
1.564,0.10139
1.568,0.15089
1.572,0.06618
1.576,0.02604
1.58,0.14833
1.584,0.09394
1.588,0.17205
1.592,0.1659
1.596,0.15214
1.6,0.12867
1.604,0.14694
1.608,0.06882
1.612,0.06943
1.616,0.09027
1.62,0.1183
1.624,0.05706
1.628,0.06075
1.632,0.05415
1.636,0.02242
1.64,0.03277
1.644,0.00086
1.648,0.05325
1.652,0.04255
1.656,0.03538
1.66,-0.0594
1.664,-0.03373
1.668,-0.00197
1.672,0.02803
1.676,-0.01173
1.68,0.02818
1.684,0.03805
1.688,-0.07289
1.692,0.05018
1.696,0.06131
1.7,-0.01697
1.704,0.02665
1.708,-0.04221
1.712,-0.10995
1.716,-0.00177
1.72,-0.10873
1.724,-0.1188
1.728,-0.14268
1.732,-0.00438
1.736,0.16003
1.74,0.30517
1.744,0.58471
1.748,0.81112
