t_seg,ecg_mV
0.0,0.01283
0.004,0.00175
0.008,0.00399
0.012,0.00895
0.016,0.02855
0.02,0.02676
0.024,0.00334
0.028,0.03545
0.032,0.01284
0.036,0.00897
0.04,0.01127
0.044,-0.00122
0.048,0.0035
0.052,0.02499
0.056,0.0002
0.06,-0.0127
0.064,0.01737
0.068,-0.00263
0.072,0.00258
0.076,0.01259
0.08,0.00913
0.084,0.02523
0.088,0.03734
0.092,0.02022
0.096,-0.00563
0.1,0.00247
0.104,0.02237
0.108,0.00278
0.112,0.0018
0.116,-0.00306
0.12,0.00816
0.124,-0.01208
0.128,0.0057
0.132,0.01623
0.136,0.00827
0.14,0.01861
0.144,-0.01449
0.148,0.00563
0.152,0.03339
0.156,0.02263
0.16,0.02496
0.164,0.00431
0.168,0.01142
0.172,-0.00657
0.176,-0.01269
0.18,0.00328
0.184,-0.00977
0.188,0.00725
0.192,0.01023
0.196,0.0258
0.2,0.00124
0.204,0.01613
0.208,0.01814
0.212,0.00298
0.216,0.0147
0.22,0.02057
0.224,0.01893
0.228,0.00108
0.232,0.00292
0.236,-0.02848
0.24,0.00034
0.244,3e-05
0.248,-0.00027
0.252,-0.01306
0.256,-0.03154
0.26,0.00659
0.264,-0.00419
0.268,-0.00442
0.272,0.02719
0.276,0.01344
0.28,-0.01211
0.284,0.01435
0.288,-0.01271
0.292,0.00592
0.296,0.01255
0.3,-0.0104
0.304,-0.01249
0.308,0.00322
0.312,0.02537
0.316,0.03144
0.32,0.02917
0.324,-0.0044
0.328,-0.00035
0.332,0.00169
0.336,0.0053
0.34,-0.00491
0.344,-0.00643
0.348,-0.0146
0.352,-0.01602
0.356,0.00219
0.36,-0.00991
0.364,-0.00377
0.368,-0.02872
0.372,0.00232
0.376,-0.0014
0.38,0.06012
0.384,0.01879
0.388,0.01428
0.392,-0.02756
0.396,0.00384
0.4,0.02884
0.404,-0.00248
0.408,0.02557
0.412,0.02408
0.416,0.05173
0.42,-0.01408
0.424,0.03679
0.428,0.03684
0.432,0.05145
0.436,0.04178
0.44,0.07859
0.444,0.09537
0.448,0.09267
0.452,0.10143
0.456,0.10492
0.46,0.09047
0.464,0.08434
0.468,0.07462
0.472,0.08199
0.476,0.06125
0.48,0.05257
0.484,0.05142
0.488,0.01662
0.492,-0.00474
0.496,0.00021
0.5,0.01147
0.504,-0.00312
0.508,0.00689
0.512,-0.02454
0.516,-0.00162
0.52,0.02085
0.524,0.03642
0.528,0.00022
0.532,0.00031
0.536,0.00024
0.54,0.01256
0.544,-0.01358
0.548,0.00629
0.552,0.01768
0.556,-0.0029
0.56,0.00834
0.564,-0.0232
0.568,-0.03493
0.572,-0.08808
0.576,-0.09694
0.58,-0.11463
0.584,-0.11506
0.588,-0.07037
0.592,0.04954
0.596,0.19352
0.6,0.40829
0.604,0.63455
0.608,0.83369
0.612,0.94774
0.616,0.98465
0.62,0.892
0.624,0.7538
0.628,0.49695
0.632,0.30425
0.636,0.10485
0.64,-0.06848
0.644,-0.14107
0.648,-0.16848
0.652,-0.14064
0.656,-0.12872
0.66,-0.07855
0.664,-0.03569
0.668,-0.02129
0.672,-0.02355
0.676,0.01113
0.68,-0.02053
0.684,-0.01601
0.688,0.00043
0.692,-0.02497
0.696,-0.026
0.7,-0.00387
0.704,0.00081
0.708,0.01698
0.712,-0.02109
0.716,-0.004
0.72,0.00488
0.724,0.00874
0.728,-0.02133
0.732,-0.02553
0.736,0.0033
0.74,-0.01651
0.744,-0.0048
0.748,-0.0061
0.752,0.00654
0.756,-0.04266
0.76,0.02272
0.764,-0.00844
0.768,-0.00476
0.772,-0.03406
0.776,-0.02567
0.78,-0.00584
0.784,0.00543
0.788,0.01012
0.792,0.02433
0.796,-0.01298
0.8,-0.00964
0.804,0.03821
0.808,0.03603
0.812,0.01767
0.816,0.01614
0.82,0.02474
0.824,0.05568
0.828,0.07176
0.832,0.07954
0.836,0.08973
0.84,0.07995
0.844,0.08567
0.848,0.11666
0.852,0.13548
0.856,0.12574
0.86,0.13621
0.864,0.14956
0.868,0.17359
0.872,0.17568
0.876,0.20568
0.88,0.21687
0.884,0.18971
0.888,0.18963
0.892,0.21452
0.896,0.22093
0.9,0.18519
0.904,0.20003
0.908,0.17768
0.912,0.18199
0.916,0.17443
0.92,0.1932
0.924,0.13425
0.928,0.1639
0.932,0.1433
0.936,0.12637
0.94,0.13062
0.944,0.10698
0.948,0.08174
0.952,0.06277
0.956,0.06466
0.96,0.08421
0.964,0.07454
0.968,0.06069
0.972,0.01174
0.976,0.00785
0.98,0.01814
0.984,0.01093
0.988,-0.01692
0.992,-0.00315
0.996,0.00943
1.0,0.00855
1.004,-0.00839
1.008,-0.01179
1.012,-0.00728
1.016,-0.01554
1.02,0.00523
1.024,-0.00495
1.028,-0.01146
1.032,-0.03197
1.036,-0.03285
1.04,-0.01568
1.044,0.0031
1.048,-0.00734
1.052,-0.03029
1.056,-0.01843
1.06,-0.0279
1.064,0.0006
1.068,-0.02685
1.072,-0.01073
1.076,-0.02718
1.08,-0.03149
1.084,-0.00198
1.088,-0.03456
1.092,-0.01795
1.096,-0.00646
1.1,-0.01632
1.104,-0.01185
1.108,-0.00915
1.112,-0.01952
1.116,-0.01503
1.12,-0.00434
1.124,-0.01706
1.128,-0.02171
1.132,0.00785
1.136,-0.00176
1.14,-0.00637
1.144,0.0049
1.148,-0.0493
1.152,-0.01466
1.156,-0.02236
1.16,-0.01475
1.164,-0.00157
1.168,-0.03737
1.172,-0.01775
1.176,-0.02003
1.18,-0.02307
1.184,-0.01536
1.188,-0.00566
1.192,-0.01093
1.196,-0.00821
1.2,-0.00545
1.204,-0.00837
1.208,-0.03665
1.212,-0.01039
1.216,0.00251
1.22,-0.00706
1.224,0.00703
1.228,0.00419
1.232,0.04049
1.236,0.03679
1.24,0.07735
1.244,0.03121
1.248,0.07158
1.252,0.09792
1.256,0.06685
1.26,0.06609
1.264,0.06068
1.268,0.05691
1.272,0.04416
1.276,0.03198
1.28,0.03776
1.284,0.02752
1.288,-0.01371
1.292,0.0027
1.296,0.0161
1.3,0.01571
1.304,-0.00485
1.308,-0.0221
1.312,-0.04334
1.316,-0.02675
1.32,-0.02213
1.324,-0.03848
1.328,-0.02489
1.332,-0.04783
1.336,-0.00587
1.34,-0.01683
1.344,0.00063
1.348,-0.03881
1.352,-0.0385
1.356,-0.01029
1.36,-0.01102
1.364,-0.01849
1.368,-0.02901
1.372,-0.0241
1.376,-0.06467
1.38,-0.1122
1.384,-0.12214
1.388,-0.14102
1.392,-0.06625
1.396,0.05985
1.4,0.19661
1.404,0.44986
1.408,0.65716
1.412,0.82741
1.416,0.95956
1.42,0.92985
1.424,0.87903
1.428,0.68192
1.432,0.43628
1.436,0.22215
1.44,0.00576
1.444,-0.10855
1.448,-0.17415
1.452,-0.22814
1.456,-0.17914
1.46,-0.13284
1.464,-0.09372
1.468,-0.04857
1.472,-0.04269
1.476,-0.01178
1.48,-0.01142
1.484,-0.01349
1.488,0.00687
1.492,-0.01512
1.496,-0.01621
1.5,-0.05233
1.504,-0.03761
