t_seg,ecg_mV
0.0,0.06495
0.004,0.07559
0.008,0.12824
0.012,0.1281
0.016,0.17716
0.02,0.1014
0.024,0.13958
0.028,0.07691
0.032,0.13222
0.036,0.0354
0.04,0.03545
0.044,0.04534
0.048,0.0579
0.052,0.06361
0.056,0.0614
0.06,-0.00916
0.064,0.06734
0.068,-0.02865
0.072,-0.10497
0.076,-0.02196
0.08,0.07676
0.084,-0.01567
0.088,-0.00842
0.092,0.05052
0.096,-0.01255
0.1,0.0535
0.104,0.07012
0.108,0.05607
0.112,0.03055
0.116,0.0278
0.12,-0.00548
0.124,-0.05101
0.128,0.00382
0.132,-0.0361
0.136,-0.06882
0.14,-0.12777
0.144,-0.03119
0.148,0.04469
0.152,0.21791
0.156,0.39482
0.16,0.61625
0.164,0.81859
0.168,0.91362
0.172,0.97736
0.176,0.94551
0.18,0.80871
0.184,0.56287
0.188,0.32599
0.192,0.10661
0.196,0.00088
0.2,-0.09182
0.204,-0.12755
0.208,-0.17688
0.212,-0.04546
0.216,-0.06099
0.22,-0.02479
0.224,0.00675
0.228,0.03215
0.232,-0.01339
0.236,0.01859
0.24,-0.04041
0.244,0.04114
0.248,0.0214
0.252,-0.0211
0.256,0.05494
0.26,0.03178
0.264,-0.00617
0.268,0.06315
0.272,-0.01686
0.276,-0.01514
0.28,0.03226
0.284,0.03408
0.288,0.02532
0.292,0.05347
0.296,0.02897
0.3,0.05247
0.304,0.01861
0.308,0.02663
0.312,0.00691
0.316,0.0495
0.32,0.03787
0.324,0.08928
0.328,-0.01416
0.332,-0.00109
0.336,0.03345
0.34,0.00971
0.344,0.01149
0.348,0.01218
0.352,0.08232
0.356,0.08778
0.36,0.04863
0.364,0.0306
0.368,0.13559
0.372,0.05227
0.376,0.12079
0.38,0.09671
0.384,0.07314
0.388,0.10991
0.392,0.0787
0.396,0.11632
0.4,0.18878
0.404,0.1417
0.408,0.1283
0.412,0.18247
0.416,0.17873
0.42,0.22248
0.424,0.18611
0.428,0.2502
0.432,0.2546
0.436,0.28269
0.44,0.28041
0.444,0.29894
0.448,0.3378
0.452,0.3688
0.456,0.34178
0.46,0.34855
0.464,0.34005
0.468,0.32554
0.472,0.33211
0.476,0.26122
