t_seg,ecg_mV
0.0,-0.04518
0.004,-0.04258
0.008,-0.05229
0.012,-0.00075
0.016,-0.02927
0.02,0.00028
0.024,-0.02342
0.028,-0.05981
0.032,-0.00387
0.036,-0.03348
0.04,0.00173
0.044,-0.06983
0.048,-0.04202
0.052,0.00327
0.056,-0.02988
0.06,-0.04508
0.064,0.02128
0.068,-0.06262
0.072,-0.0458
0.076,-0.05084
0.08,0.00181
0.084,0.03319
0.088,-0.01756
0.092,-0.02724
0.096,0.01284
0.1,-0.03956
0.104,-0.025
0.108,-0.0864
0.112,-0.03512
0.116,-0.06747
0.12,-0.0242
0.124,0.00477
0.128,-0.02752
0.132,-0.01702
0.136,-0.00469
0.14,-0.05688
0.144,-0.05308
0.148,-0.01096
0.152,-0.01525
0.156,-0.02939
0.16,0.00362
0.164,0.03012
0.168,0.00517
0.172,-0.0673
0.176,-0.04978
0.18,-0.08831
0.184,-0.03443
0.188,-0.04522
0.192,-0.0459
0.196,-0.01654
0.2,0.01888
0.204,-0.04148
0.208,-0.02734
0.212,-0.05054
0.216,-0.04161
0.22,-0.05834
0.224,-0.01149
0.228,-0.05953
0.232,0.00691
0.236,2e-05
0.24,-0.0325
0.244,-0.03951
0.248,-0.03684
0.252,-0.02333
0.256,-0.00782
0.26,-0.00989
0.264,-0.02611
0.268,-0.05828
0.272,0.03511
0.276,-0.01403
0.28,0.04617
0.284,-0.04493
0.288,0.00857
0.292,-0.02589
0.296,-0.00794
0.3,-0.04884
0.304,0.00339
0.308,-0.03344
0.312,-0.048
0.316,-0.03968
0.32,-0.05193
0.324,0.01254
0.328,-0.05583
0.332,-0.02629
0.336,0.04393
0.34,-0.02651
0.344,-0.07507
0.348,0.0304
0.352,-0.0311
0.356,0.00909
0.36,0.09029
0.364,0.02714
0.368,0.07684
0.372,0.12036
0.376,0.08141
0.38,0.09342
0.384,0.04983
0.388,0.13052
0.392,0.13006
0.396,0.00682
0.4,0.07946
0.404,0.06387
0.408,-0.00885
0.412,0.02284
0.416,-0.0082
0.42,0.01683
0.424,-0.05897
0.428,0.051
0.432,-0.04043
0.436,-0.03738
0.44,-0.04019
0.444,-0.03811
0.448,-0.05185
0.452,-0.01579
0.456,-0.01625
0.46,0.01421
0.464,-0.05418
0.468,-0.00787
0.472,-0.04497
0.476,-0.00324
0.48,-0.03063
0.484,-0.0586
0.488,-0.0237
0.492,0.01001
0.496,-0.02331
0.5,-0.07616
0.504,-0.10703
0.508,-0.1341
0.512,-0.17697
0.516,-0.16049
0.52,0.02841
0.524,0.15032
0.528,0.40476
0.532,0.58581
0.536,0.8056
0.54,0.85702
0.544,0.9454
0.548,0.85693
0.552,0.7594
0.556,0.48507
0.56,0.34271
0.564,0.15878
0.568,-0.06447
0.572,-0.1241
0.576,-0.24029
0.58,-0.13142
0.584,-0.14179
0.588,-0.12888
0.592,-0.09933
0.596,-0.03136
0.6,-0.06657
0.604,0.06608
0.608,-0.01207
0.612,-0.01369
0.616,-0.0199
0.62,-0.03807
0.624,-0.1025
0.628,-0.04221
0.632,-0.03445
0.636,-0.08019
0.64,-0.03499
0.644,5e-05
0.648,-0.03183
0.652,-0.06172
0.656,-0.05334
0.66,-0.03501
0.664,-0.00963
0.668,0.03655
0.672,-0.02621
0.676,0.00479
0.68,-0.05635
0.684,-0.1123
0.688,0.00472
0.692,0.01478
0.696,-0.08808
0.7,-0.07588
0.704,0.00513
0.708,-0.01709
0.712,0.00447
0.716,0.0237
0.72,0.02487
0.724,0.06992
0.728,0.02329
0.732,0.04301
0.736,0.00224
0.74,-0.04987
0.744,0.02005
0.748,0.05265
0.752,0.07375
0.756,0.00272
0.76,0.05725
0.764,0.0944
0.768,0.13288
0.772,0.08202
0.776,0.10029
0.78,0.14082
0.784,0.1058
0.788,0.1612
0.792,0.14333
0.796,0.15776
0.8,0.18858
0.804,0.17983
0.808,0.21175
0.812,0.24615
0.816,0.22524
0.82,0.18658
0.824,0.21284
0.828,0.19364
0.832,0.14514
0.836,0.22697
0.84,0.12972
0.844,0.17993
0.848,0.15214
0.852,0.18334
0.856,0.15899
0.86,0.17101
0.864,0.1684
0.868,0.12676
0.872,0.06591
0.876,0.07523
0.88,0.0939
0.884,0.0578
0.888,-0.00614
0.892,0.02839
0.896,0.01903
0.9,-0.02449
0.904,0.02241
0.908,0.05478
0.912,-0.0111
0.916,0.05454
0.92,-0.06809
0.924,-0.04202
0.928,-0.0435
0.932,-0.07326
0.936,0.01927
0.94,-0.01248
0.944,-0.06968
0.948,-0.00592
0.952,-0.01043
0.956,-0.06049
0.96,-0.06121
0.964,-0.08816
0.968,-0.0449
0.972,-0.01709
0.976,-0.0451
0.98,-0.04616
0.984,-0.05637
0.988,0.0217
0.992,-0.03289
0.996,0.00445
1.0,-0.04165
1.004,-0.00705
1.008,0.02127
1.012,0.01736
1.016,-0.01084
1.02,-0.00325
1.024,-0.0149
1.028,0.00388
1.032,0.05076
1.036,-0.06867
1.04,-0.05786
1.044,-0.0396
1.048,-0.03268
1.052,-0.08399
1.056,-0.03001
1.06,-0.06062
1.064,-0.04625
1.068,0.02873
1.072,-0.00434
1.076,0.05415
1.08,-0.05055
1.084,-0.03335
1.088,-0.06938
1.092,-0.03416
1.096,-0.0032
1.1,-0.05328
1.104,-0.00624
1.108,-0.04537
1.112,-0.04078
1.116,-0.03199
1.12,-0.01007
1.124,-0.05926
1.128,-0.10263
1.132,-0.01631
1.136,-0.07744
1.14,-0.04145
1.144,-0.02677
1.148,0.0028
1.152,-0.02116
1.156,-0.00759
1.16,-0.02253
1.164,0.01367
1.168,0.01007
1.172,0.05866
1.176,0.01912
1.18,0.01222
1.184,0.01143
1.188,0.0144
1.192,0.0771
1.196,0.04207
