t_seg,ecg_mV
0.0,-0.01066
0.004,-0.0334
0.008,-0.02369
0.012,-0.00135
0.016,-0.05613
0.02,-0.03134
0.024,-0.02719
0.028,-0.01148
0.032,-0.02235
0.036,-0.02671
0.04,-0.02638
0.044,-0.02558
0.048,-0.02157
0.052,-0.00595
0.056,-0.03873
0.06,-0.03623
0.064,-0.02437
0.068,-0.03646
0.072,-0.03092
0.076,-0.05362
0.08,-0.03882
0.084,-0.02556
0.088,-0.01089
0.092,-0.03925
0.096,-0.00559
0.1,-0.02071
0.104,-0.04586
0.108,-0.03695
0.112,-0.03937
0.116,-0.05937
0.12,-0.03469
0.124,-0.01608
0.128,-0.01503
0.132,-0.0356
0.136,-0.01931
0.14,-0.01789
0.144,-0.02022
0.148,-0.02553
0.152,-0.05385
0.156,-0.04331
0.16,-0.02952
0.164,-0.03491
0.168,-0.04189
0.172,-0.05185
0.176,-0.02272
0.18,-0.01041
0.184,-0.00319
0.188,-0.02262
0.192,-0.03341
0.196,-0.02564
0.2,-0.00466
0.204,0.03404
0.208,-0.03643
0.212,-0.02122
0.216,0.0063
0.22,-0.01816
0.224,-0.03467
0.228,-0.02151
0.232,-0.04479
0.236,-0.02165
0.24,-0.01907
0.244,-0.03665
0.248,-0.03247
0.252,-0.02983
0.256,-0.04088
0.26,-0.03678
0.264,-0.03632
0.268,-0.02915
0.272,-0.03385
0.276,-0.02231
0.28,-0.02371
0.284,0.00141
0.288,-0.01885
0.292,0.00595
0.296,-0.01692
0.3,-0.01645
0.304,-0.01829
0.308,-0.03309
0.312,-0.01515
0.316,-0.02456
0.32,-0.02064
0.324,-0.00678
0.328,-0.01086
0.332,-0.0128
0.336,0.01108
0.34,0.02997
0.344,0.04224
0.348,0.02916
0.352,0.06612
0.356,0.03227
0.36,0.03991
0.364,0.06138
0.368,0.06
0.372,0.08647
0.376,0.08855
0.38,0.05135
0.384,0.04059
0.388,0.023
0.392,0.01472
0.396,-0.00657
0.4,0.02145
0.404,-0.00543
0.408,0.01143
0.412,-0.03108
0.416,-0.01028
0.42,-0.01018
0.424,-0.02433
0.428,0.00596
0.432,-0.02092
0.436,-0.01906
0.44,0.00765
0.444,-0.02171
0.448,-0.03281
0.452,-0.0572
0.456,-0.01183
0.46,-0.04178
0.464,-0.04343
0.468,-0.01037
0.472,0.01015
0.476,-0.01574
0.48,-0.03902
0.484,-0.05279
0.488,-0.08012
0.492,-0.11438
0.496,-0.14942
0.5,-0.11376
0.504,-0.00175
0.508,0.08485
0.512,0.27366
0.516,0.51752
0.52,0.69916
0.524,0.8798
0.528,0.97901
0.532,0.94874
0.536,0.80884
0.54,0.60799
0.544,0.38114
0.548,0.17368
0.552,-0.00573
0.556,-0.14903
0.56,-0.20803
0.564,-0.16596
0.568,-0.14405
0.572,-0.07613
0.576,-0.08055
0.58,-0.04077
0.584,-0.02537
0.588,0.00434
0.592,-0.02481
0.596,-0.02335
0.6,-0.01906
0.604,-0.01353
0.608,-0.01643
0.612,-0.01163
0.616,-0.03097
0.62,-0.00396
0.624,-0.02745
0.628,-0.03431
0.632,0.00557
0.636,-0.01943
0.64,-0.03371
0.644,-0.0205
0.648,0.00312
0.652,-0.02021
0.656,-0.03071
0.66,-0.03483
0.664,-0.00424
0.668,-0.02555
0.672,0.001
0.676,-0.01481
0.68,-0.01646
0.684,-0.00255
0.688,-0.00541
0.692,-0.02051
0.696,-0.00319
0.7,-0.0191
0.704,-0.00736
0.708,0.01006
0.712,-0.01088
0.716,0.01639
0.72,0.0151
0.724,0.06696
0.728,0.01801
0.732,0.02156
0.736,0.03682
0.74,0.0558
0.744,0.04918
0.748,0.06974
0.752,0.06783
0.756,0.10444
0.76,0.10439
0.764,0.1194
0.768,0.13942
0.772,0.14616
0.776,0.13826
0.78,0.16949
0.784,0.15545
0.788,0.14012
0.792,0.1815
0.796,0.2021
0.8,0.22382
0.804,0.19732
0.808,0.199
0.812,0.21686
0.816,0.20629
0.82,0.18431
0.824,0.20799
0.828,0.19099
0.832,0.19514
0.836,0.15263
0.84,0.17372
0.844,0.16616
0.848,0.14115
0.852,0.11799
0.856,0.09822
0.86,0.09606
0.864,0.09236
0.868,0.08874
0.872,0.07954
0.876,0.04287
0.88,0.06992
0.884,0.0596
0.888,0.04553
0.892,0.03114
0.896,0.05363
0.9,0.02797
0.904,0.00391
0.908,-0.00518
0.912,-0.01204
0.916,-0.01511
0.92,0.00685
0.924,0.02405
0.928,-0.04774
0.932,-0.00036
0.936,0.00198
0.94,-0.00846
0.944,0.00955
0.948,-0.00995
0.952,-0.0335
0.956,0.00384
0.96,0.01132
0.964,-0.02193
0.968,-0.01114
0.972,-0.01143
0.976,-0.01144
0.98,-0.03526
0.984,0.00769
0.988,-0.01672
0.992,0.00395
0.996,-0.01436
1.0,0.00106
1.004,-0.01703
1.008,-0.02697
1.012,-0.01801
1.016,-0.01716
1.02,-0.01306
1.024,-0.01405
1.028,0.00292
1.032,-0.02217
1.036,-0.01535
1.04,0.02406
1.044,0.00017
1.048,-0.01277
1.052,0.00308
1.056,-0.02867
1.06,-0.01163
1.064,-0.01815
1.068,-0.01578
1.072,-0.00855
1.076,-0.02015
1.08,-0.00017
1.084,0.00824
1.088,-0.01446
1.092,0.01755
1.096,-0.01555
1.1,-0.02003
1.104,-0.02501
1.108,-0.00981
1.112,0.00258
1.116,-0.0132
1.12,-0.00965
1.124,-0.01929
1.128,-0.0584
1.132,0.00103
1.136,-0.03504
1.14,-0.01087
1.144,0.00258
1.148,-0.00689
1.152,-0.00321
1.156,0.01571
1.16,-0.01918
1.164,-0.00133
1.168,0.00482
1.172,-0.02863
1.176,-0.00987
1.18,-0.0142
1.184,-0.01445
1.188,0.0097
1.192,-0.01269
1.196,0.0031
1.2,-0.00115
1.204,-0.01128
1.208,0.00043
1.212,0.0164
1.216,0.0004
1.22,0.01031
1.224,-0.03246
1.228,-0.00461
1.232,0.00998
1.236,0.01149
1.24,0.00947
1.244,0.00503
1.248,0.00044
1.252,0.01594
1.256,-0.01474
1.26,-0.01668
1.264,0.01554
1.268,0.01629
1.272,-0.0025
1.276,-0.02712
1.28,0.00338
1.284,0.01156
1.288,-0.00257
1.292,-0.01238
1.296,-0.00512
1.3,-0.01685
1.304,-0.03571
1.308,0.00426
1.312,0.01363
1.316,0.02169
1.32,0.00581
1.324,0.03524
1.328,0.0301
1.332,0.03689
1.336,0.06233
1.34,0.05619
1.344,0.08993
1.348,0.08452
1.352,0.0761
1.356,0.07656
1.36,0.08442
1.364,0.10039
1.368,0.06737
1.372,0.06743
1.376,0.06929
1.38,0.03987
1.384,0.03621
1.388,0.00523
1.392,0.02513
1.396,0.00567
1.4,0.01336
1.404,0.02447
1.408,0.00976
