t_seg,ecg_mV
0.0,-0.13569
0.004,-0.10629
0.008,-0.06494
0.012,-0.02873
0.016,0.10893
0.02,0.30277
0.024,0.49167
0.028,0.73017
0.032,0.89999
0.036,1.02438
0.04,0.96486
0.044,0.867
0.048,0.66113
0.052,0.37959
0.056,0.25194
0.06,0.03947
0.064,-0.10803
0.068,-0.18567
0.072,-0.12662
0.076,-0.12546
0.08,-0.07716
0.084,-0.04343
0.088,-0.05264
0.092,-0.02543
0.096,-0.01177
0.1,0.05312
0.104,-0.01575
0.108,-0.01047
0.112,0.0595
0.116,0.04789
0.12,-0.01063
0.124,0.01138
0.128,0.07686
0.132,-0.02101
0.136,-0.01921
0.14,-0.02085
0.144,-0.06238
0.148,-0.07197
0.152,-0.01443
0.156,-0.03646
0.16,0.04516
0.164,-0.01283
0.168,-0.00059
0.172,0.0026
0.176,-0.03374
0.18,0.00849
0.184,0.02658
0.188,0.00714
0.192,0.01653
0.196,0.05208
0.2,-0.00821
0.204,0.02244
0.208,0.01968
0.212,0.03078
0.216,0.01106
0.22,0.02691
0.224,0.00234
0.228,0.06529
0.232,0.01405
0.236,0.0033
0.24,0.03847
0.244,0.09097
0.248,0.01452
0.252,0.01828
0.256,0.0602
0.26,0.06477
0.264,0.08822
0.268,0.10115
0.272,0.17431
0.276,0.10847
0.28,0.11625
0.284,0.11592
0.288,0.16345
0.292,0.22879
0.296,0.15561
0.3,0.17879
0.304,0.22881
0.308,0.2295
0.312,0.27545
0.316,0.18917
0.32,0.21958
0.324,0.26818
0.328,0.19931
0.332,0.25797
0.336,0.17489
0.34,0.18231
0.344,0.16828
0.348,0.15384
0.352,0.13207
0.356,0.18815
0.36,0.15668
0.364,0.15535
0.368,0.10292
0.372,0.12815
0.376,0.06182
0.38,0.13379
0.384,0.19379
0.388,0.09291
0.392,0.11631
0.396,0.07403
0.4,0.11764
0.404,0.14544
0.408,0.12039
0.412,0.20974
0.416,0.108
0.42,0.07266
0.424,0.05343
0.428,0.10633
0.432,0.05247
0.436,0.04127
0.44,0.03733
0.444,-0.00706
0.448,-0.00036
0.452,-0.00385
0.456,0.0313
0.46,0.02841
0.464,0.06315
0.468,0.03591
0.472,0.01619
0.476,-0.02455
0.48,-0.01267
0.484,0.00102
0.488,0.06016
0.492,-0.04871
0.496,-0.02236
0.5,0.0026
0.504,-0.01071
0.508,0.00318
0.512,-0.0207
0.516,0.01398
0.52,0.00405
0.524,-0.06785
0.528,-0.12557
0.532,-0.13182
0.536,-0.11901
0.54,-0.06931
0.544,0.03835
0.548,0.11265
0.552,0.42958
0.556,0.57277
0.56,0.80563
0.564,0.92345
0.568,1.0679
0.572,0.91758
0.576,0.77448
0.58,0.5302
0.584,0.36161
0.588,0.12869
0.592,-0.05635
0.596,-0.1316
0.6,-0.21286
0.604,-0.16812
0.608,-0.08448
0.612,-0.01589
0.616,-0.02789
