t_seg,ecg_mV
0.0,0.03611
0.004,0.0297
0.008,0.03322
0.012,0.04448
0.016,0.02118
0.02,0.05499
0.024,0.06061
0.028,0.0393
0.032,0.03605
0.036,0.02366
0.04,0.02435
0.044,0.01689
0.048,0.02952
0.052,-0.01598
0.056,-0.0211
0.06,-0.0648
0.064,-0.08676
0.068,-0.06551
0.072,0.059
0.076,0.23816
0.08,0.42331
0.084,0.63874
0.088,0.80883
0.092,0.96603
0.096,1.02415
0.1,0.9334
0.104,0.78812
0.108,0.58314
0.112,0.36241
0.116,0.15861
0.12,0.00409
0.124,-0.11286
0.128,-0.1236
0.132,-0.12561
0.136,-0.06384
0.14,-0.02721
0.144,0.00171
0.148,0.01827
0.152,0.00536
0.156,0.01766
0.16,0.01658
0.164,0.02861
0.168,0.03492
0.172,0.01851
0.176,0.03818
0.18,0.03044
0.184,0.04192
0.188,0.01339
0.192,0.03171
0.196,0.05853
0.2,0.01677
0.204,0.0535
0.208,0.03362
0.212,0.04067
0.216,0.02741
0.22,0.02786
0.224,0.01475
0.228,0.02131
0.232,0.0231
0.236,0.04101
0.24,0.04406
0.244,0.01482
0.248,0.04356
0.252,0.03615
0.256,0.02375
0.26,0.04141
0.264,0.05595
0.268,0.02757
0.272,0.01654
0.276,0.03929
0.28,0.04213
0.284,0.03386
0.288,0.05306
0.292,0.0733
0.296,0.09018
0.3,0.0754
0.304,0.09247
0.308,0.07619
0.312,0.12698
0.316,0.13431
0.32,0.12077
0.324,0.11223
0.328,0.16957
0.332,0.17474
0.336,0.1592
0.34,0.18371
0.344,0.19742
0.348,0.23906
0.352,0.21728
0.356,0.23502
0.36,0.22735
0.364,0.25274
0.368,0.22622
0.372,0.26264
0.376,0.24448
0.38,0.2319
0.384,0.25183
0.388,0.23624
0.392,0.2179
0.396,0.20217
0.4,0.2206
0.404,0.22566
0.408,0.19561
0.412,0.18426
0.416,0.15505
0.42,0.15854
0.424,0.1597
0.428,0.1446
0.432,0.12251
0.436,0.1339
0.44,0.10867
0.444,0.07994
0.448,0.08413
0.452,0.06626
0.456,0.06422
0.46,0.05961
0.464,0.09595
0.468,0.06231
0.472,0.03863
0.476,0.05813
0.48,0.04411
0.484,0.03823
0.488,0.04432
0.492,0.04351
0.496,0.02763
0.5,0.02059
0.504,0.0311
0.508,0.00923
0.512,0.02365
0.516,0.03557
0.52,0.04465
0.524,0.03676
0.528,0.0538
0.532,0.04807
0.536,0.03793
0.54,0.00839
0.544,0.02688
0.548,0.03019
0.552,0.00746
0.556,0.0231
0.56,0.02714
0.564,0.03747
0.568,0.04192
0.572,0.07306
0.576,0.03552
0.58,0.01571
0.584,0.04489
0.588,0.03111
0.592,0.02669
0.596,0.01548
0.6,0.00629
0.604,0.03506
0.608,0.04749
0.612,0.02787
0.616,0.05573
0.62,0.04933
0.624,0.01915
0.628,-0.00303
0.632,0.0462
0.636,0.04374
0.64,0.0016
0.644,0.02377
0.648,0.02005
0.652,0.04419
0.656,0.02647
0.66,0.03233
0.664,0.02239
0.668,0.0487
0.672,0.02632
0.676,0.02761
0.68,0.01506
0.684,0.02761
0.688,0.03055
0.692,0.00739
0.696,0.02167
0.7,0.03391
0.704,0.03771
0.708,0.03348
0.712,0.01145
0.716,0.0241
0.72,0.02181
0.724,0.00779
0.728,0.0404
0.732,0.05295
0.736,0.00987
0.74,0.05387
0.744,0.01308
0.748,-0.00918
0.752,0.02105
0.756,0.01932
0.76,0.03556
0.764,0.01532
0.768,0.04123
0.772,0.02454
0.776,0.03918
0.78,0.04412
0.784,0.02138
0.788,0.02655
0.792,0.01875
0.796,0.04128
0.8,0.05501
0.804,0.02915
0.808,0.06606
0.812,0.03536
