t_seg,ecg_mV
0.0,-0.0314
0.004,-0.00909
0.008,-0.04725
0.012,-0.02079
0.016,-0.01364
0.02,-0.00958
0.024,-0.03428
0.028,-0.03061
0.032,-0.00915
0.036,-0.02204
0.04,0.04382
0.044,-0.00546
0.048,-0.01445
0.052,-0.05172
0.056,-0.10277
0.06,0.00135
0.064,-0.01882
0.068,0.01819
0.072,-0.03539
0.076,-0.00856
0.08,-0.04926
0.084,-0.00993
0.088,-0.0074
0.092,0.01412
0.096,0.02328
0.1,-0.03134
0.104,0.0211
0.108,-0.01911
0.112,-0.07001
0.116,0.00954
0.12,-0.01483
0.124,-0.01884
0.128,-0.04927
0.132,-0.02289
0.136,0.01861
0.14,0.03507
0.144,0.01642
0.148,-0.02051
0.152,0.04261
0.156,0.00843
0.16,-0.0179
0.164,-0.02486
0.168,-0.00756
0.172,0.0004
0.176,0.03302
0.18,-0.0297
0.184,0.01624
0.188,-0.04744
0.192,-0.00019
0.196,-0.0225
0.2,-0.01229
0.204,0.0154
0.208,-0.07295
0.212,0.01804
0.216,-0.00133
0.22,-0.00059
0.224,-0.00125
0.228,0.02836
0.232,-0.06404
0.236,0.00771
0.24,-0.07428
0.244,-0.06859
0.248,-0.08829
0.252,0.05256
0.256,0.04174
0.26,-0.05047
0.264,-0.009
0.268,-0.03308
0.272,-0.04303
0.276,-3e-05
0.28,0.0099
0.284,0.00484
0.288,0.03626
0.292,0.01784
0.296,0.02642
0.3,0.05336
0.304,-0.00856
0.308,-0.06707
0.312,-0.00123
0.316,-0.01442
0.32,-0.0412
0.324,-0.07103
0.328,-0.05547
0.332,0.01077
0.336,0.02143
0.34,0.01102
0.344,-0.01789
0.348,-0.00363
0.352,-0.01853
0.356,0.008
0.36,-0.06507
0.364,-0.05961
0.368,-0.05505
0.372,-0.0706
0.376,0.01498
0.38,-0.01708
0.384,-0.03908
0.388,0.00699
0.392,-0.00414
0.396,-0.0299
0.4,0.0539
0.404,-0.04018
0.408,-0.01977
0.412,0.04444
0.416,-0.01812
0.42,0.00785
0.424,-0.03724
0.428,-0.09906
0.432,-0.01151
0.436,-0.06973
0.44,-0.00163
0.444,-0.0624
0.448,-0.00377
0.452,-0.02578
0.456,0.00753
0.46,-0.05502
0.464,-0.07341
0.468,-0.04064
0.472,-0.0529
0.476,-0.03293
0.48,-0.03666
0.484,0.02144
0.488,-0.01802
0.492,-0.01234
0.496,-0.03621
0.5,-0.03907
0.504,0.01076
0.508,-0.01237
0.512,0.00748
0.516,-0.01227
0.52,-0.05914
0.524,0.01437
0.528,0.04125
0.532,0.01276
0.536,-0.01357
0.54,0.08064
0.544,0.08726
0.548,0.10372
0.552,0.09675
0.556,0.12719
0.56,0.09952
0.564,0.10484
0.568,0.03326
0.572,0.11663
0.576,0.1478
0.58,0.04572
0.584,-0.0346
0.588,0.06183
0.592,-0.05395
0.596,0.00984
0.6,-0.03093
0.604,-0.01543
0.608,0.00448
0.612,-0.00217
0.616,0.0126
0.62,-0.02765
0.624,-0.0379
0.628,-0.00014
0.632,0.02924
0.636,-0.02568
0.64,0.01687
0.644,-0.0264
0.648,-0.03131
0.652,-0.01573
0.656,0.01736
0.66,-0.02377
0.664,-0.04092
0.668,-0.03283
0.672,0.01219
0.676,-0.03363
0.68,-0.05789
0.684,-0.1314
0.688,-0.08293
0.692,-0.12628
0.696,-0.01857
0.7,0.147
0.704,0.21251
0.708,0.5022
0.712,0.63499
0.716,0.85171
0.72,0.9712
0.724,0.95339
0.728,0.87751
0.732,0.68465
0.736,0.42404
0.74,0.22451
0.744,0.03009
0.748,-0.05973
0.752,-0.14193
0.756,-0.13199
0.76,-0.09489
0.764,-0.12108
0.768,-0.0653
0.772,-0.01709
0.776,0.01567
0.78,0.01166
0.784,-0.03373
0.788,0.03609
0.792,-0.01584
0.796,-0.0467
0.8,0.02096
0.804,-0.04181
0.808,-0.06432
0.812,0.0125
0.816,-0.02174
0.82,-0.02653
0.824,-0.02788
0.828,-0.00551
0.832,-0.01772
0.836,-0.00189
0.84,-0.04325
0.844,0.05234
0.848,-0.05631
0.852,-0.01842
0.856,-0.00545
0.86,0.01214
0.864,0.00488
0.868,-0.0239
0.872,0.04926
0.876,0.02424
0.88,0.0163
0.884,0.03278
0.888,-0.00167
0.892,0.04344
0.896,-0.00148
0.9,0.04888
0.904,0.03834
0.908,0.01864
0.912,0.03601
0.916,-0.02274
0.92,0.02056
0.924,0.05246
0.928,0.13129
0.932,0.05418
0.936,0.07939
0.94,0.09977
0.944,0.06428
0.948,0.16363
0.952,0.05472
0.956,0.17147
0.96,0.13247
0.964,0.19112
0.968,0.17652
0.972,0.16776
0.976,0.20386
0.98,0.1794
0.984,0.17474
0.988,0.18651
0.992,0.21253
0.996,0.22379
1.0,0.21934
1.004,0.16265
1.008,0.17843
1.012,0.18691
1.016,0.18828
1.02,0.24149
1.024,0.18521
1.028,0.16257
1.032,0.2316
1.036,0.17523
1.04,0.07058
1.044,0.1383
1.048,0.1575
1.052,0.09774
1.056,0.09576
1.06,0.1127
1.064,0.03656
1.068,0.11237
1.072,0.07263
1.076,0.0074
1.08,0.10464
1.084,0.03068
1.088,-0.01454
1.092,0.08685
1.096,0.00225
1.1,0.01919
1.104,-0.00249
1.108,-0.0563
1.112,-0.03832
1.116,-0.00855
1.12,0.03502
1.124,0.06505
1.128,-0.02408
1.132,0.0532
1.136,0.03866
1.14,0.02656
1.144,-0.03473
1.148,0.02719
1.152,0.04707
1.156,0.03173
1.16,0.02806
1.164,-0.0144
1.168,0.0314
1.172,0.06219
1.176,-0.0232
1.18,-0.02921
1.184,0.01596
1.188,-0.03124
1.192,-0.03117
1.196,-0.02697
1.2,-0.02777
1.204,0.07169
1.208,0.00011
1.212,-0.04881
1.216,0.01961
1.22,0.0687
1.224,-0.01151
1.228,0.02216
1.232,-0.0105
1.236,-0.00238
1.24,0.07816
1.244,0.03133
1.248,-0.04159
1.252,0.00274
1.256,0.01784
1.26,-0.01439
1.264,0.08422
1.268,0.07171
1.272,-0.01341
1.276,-0.04095
1.28,0.01737
1.284,0.05391
1.288,-0.03694
1.292,0.07412
1.296,0.09122
1.3,-0.02744
1.304,0.05545
1.308,0.03784
1.312,0.11596
1.316,0.07721
1.32,0.08255
1.324,0.10559
1.328,0.0558
1.332,0.06684
1.336,0.05986
1.34,0.07172
1.344,0.05134
1.348,0.10075
1.352,0.05243
1.356,0.04477
1.36,-0.01953
1.364,0.03146
1.368,-0.00199
1.372,0.04834
1.376,-0.00237
1.38,0.0166
1.384,-0.01104
1.388,0.06266
1.392,0.04114
1.396,-0.04792
1.4,-0.01205
1.404,-0.00832
1.408,-0.00251
1.412,0.07572
1.416,0.04582
1.42,-0.00046
1.424,-0.01043
1.428,0.05166
1.432,-0.00328
1.436,-0.02946
