t_seg,ecg_mV
0.0,-0.02003
0.004,-0.02266
0.008,-0.02412
0.012,-0.05391
0.016,-0.06563
0.02,-0.04671
0.024,-0.06486
0.028,-0.12247
0.032,-0.16264
0.036,-0.12669
0.04,-0.03813
0.044,0.08033
0.048,0.24972
0.052,0.50466
0.056,0.70352
0.06,0.85971
0.064,0.95845
0.068,0.93415
0.072,0.84948
0.076,0.62112
0.08,0.38359
0.084,0.17864
0.088,0.03166
0.092,-0.17557
0.096,-0.20893
0.1,-0.18126
0.104,-0.15892
0.108,-0.11793
0.112,-0.08016
0.116,-0.05962
0.12,-0.03303
0.124,-0.02722
0.128,-0.03452
0.132,-0.0482
0.136,-0.04059
0.14,-0.05347
0.144,-0.02229
0.148,-0.02971
0.152,-0.01692
0.156,-0.00865
0.16,-0.03103
0.164,-0.0198
0.168,-0.03405
0.172,-0.01935
0.176,-0.04802
0.18,-0.02786
0.184,-0.03467
0.188,-0.022
0.192,-0.02663
0.196,-0.04553
0.2,-0.00487
0.204,-0.02619
0.208,-0.03977
0.212,-0.01604
0.216,-0.03627
0.22,-0.04167
0.224,-0.00554
0.228,-0.01358
0.232,-0.03507
0.236,-0.01865
0.24,0.00267
0.244,-0.00895
0.248,-0.00055
0.252,-0.00454
0.256,0.01211
0.26,0.03131
0.264,0.02222
0.268,0.01724
0.272,0.0238
0.276,0.04356
0.28,0.04572
0.284,0.06664
0.288,0.07697
0.292,0.08802
0.296,0.09561
0.3,0.11803
0.304,0.13235
0.308,0.07791
0.312,0.11164
0.316,0.14911
0.32,0.16717
0.324,0.17791
0.328,0.15765
0.332,0.17216
0.336,0.16918
0.34,0.2059
0.344,0.19003
0.348,0.16111
0.352,0.18674
0.356,0.17669
0.36,0.19464
0.364,0.16561
0.368,0.15605
0.372,0.14996
0.376,0.16204
0.38,0.12113
0.384,0.11692
0.388,0.10153
0.392,0.09728
0.396,0.10546
0.4,0.08571
0.404,0.09044
0.408,0.06319
0.412,0.04313
0.416,0.05969
0.42,0.02454
0.424,0.04453
0.428,0.01838
0.432,-0.01036
0.436,0.02089
0.44,-0.00112
0.444,0.00277
0.448,-0.00261
0.452,-0.01587
0.456,-0.03132
0.46,-0.0029
0.464,-0.0282
0.468,-0.0286
0.472,-0.04819
0.476,-0.01812
0.48,-0.01785
0.484,-0.067
0.488,-0.06267
0.492,-0.04624
0.496,-0.0358
0.5,-0.02956
0.504,-0.03797
0.508,-0.01083
0.512,-0.01494
0.516,-0.04779
0.52,-0.02182
0.524,-0.02957
0.528,-0.03372
0.532,-0.04476
0.536,-0.02421
0.54,-0.03753
0.544,-0.06259
0.548,-0.02045
0.552,-0.03117
0.556,-0.02823
0.56,-0.04966
0.564,-0.04381
0.568,-0.0404
0.572,-0.01914
0.576,-0.01869
0.58,-0.03325
0.584,0.01928
0.588,-0.03598
0.592,-0.05381
0.596,-0.011
0.6,-0.04455
0.604,-0.03992
0.608,-0.01757
0.612,-0.05053
0.616,-0.03319
0.62,-0.02478
0.624,-0.01901
0.628,-0.01295
0.632,-0.03581
0.636,-0.01264
0.64,-0.05692
0.644,-0.04279
0.648,-0.0357
0.652,-0.03159
0.656,-0.02683
0.66,-0.01057
0.664,-0.01891
0.668,-0.01084
0.672,-0.0203
0.676,-0.0556
0.68,0.00333
0.684,-0.0149
0.688,-0.03338
0.692,-0.03857
0.696,-0.02096
0.7,-0.02808
0.704,-0.01238
0.708,-0.00139
0.712,-0.01901
0.716,-0.0012
0.72,0.00166
0.724,-0.02275
0.728,-0.01776
0.732,-0.02686
0.736,-0.03394
0.74,-0.03369
0.744,-0.04879
0.748,-0.03143
0.752,-0.03546
0.756,-0.01804
0.76,-0.01367
0.764,-0.02988
0.768,-0.03804
0.772,-0.02754
0.776,-0.03335
0.78,-0.03089
0.784,-0.00255
0.788,-0.00921
0.792,-0.02166
0.796,-0.01171
0.8,-0.02839
0.804,-0.04012
0.808,-0.0375
0.812,-0.03315
0.816,-0.03757
0.82,-0.0117
0.824,-0.0176
0.828,-0.02982
0.832,-0.0195
0.836,-0.02416
0.84,-0.01116
0.844,0.00743
0.848,-0.03984
0.852,0.00024
0.856,-0.01468
0.86,-0.01258
0.864,-0.00438
0.868,0.04684
0.872,0.01958
0.876,0.06485
0.88,0.0555
0.884,0.05208
0.888,0.07641
0.892,0.10043
0.896,0.09899
0.9,0.06667
0.904,0.07453
0.908,0.06172
0.912,0.0459
0.916,0.0404
0.92,0.03172
0.924,0.00227
0.928,0.01856
0.932,-0.01834
0.936,-0.00809
0.94,0.00988
0.944,-0.02135
0.948,-0.02147
0.952,-0.00729
0.956,-0.02465
0.96,-0.0425
0.964,-0.02739
0.968,-0.03072
0.972,-0.03572
0.976,-0.04841
0.98,-0.00203
0.984,-0.01978
0.988,-0.03421
0.992,-0.02702
0.996,-0.02898
1.0,-0.03188
1.004,-0.01499
1.008,-0.02581
1.012,-0.08048
1.016,-0.11603
1.02,-0.14423
1.024,-0.15396
1.028,-0.02229
1.032,0.0426
1.036,0.21977
1.04,0.43748
1.044,0.62635
1.048,0.80571
1.052,0.97329
1.056,0.95807
1.06,0.89273
1.064,0.69399
1.068,0.51492
1.072,0.26519
1.076,0.05645
1.08,-0.10697
1.084,-0.17678
1.088,-0.21706
1.092,-0.17445
1.096,-0.14384
1.1,-0.06882
1.104,-0.04461
1.108,-0.02994
1.112,0.02175
1.116,-0.01933
1.12,-0.00576
1.124,-0.0107
1.128,-0.02742
1.132,-0.03444
1.136,0.00863
1.14,-0.03557
1.144,-0.01401
1.148,-0.02567
1.152,-0.00876
1.156,0.00968
1.16,-0.03564
1.164,-0.0132
1.168,0.00163
1.172,-0.03057
1.176,-0.03924
1.18,-0.02295
1.184,-0.02217
1.188,-0.00903
1.192,-0.04187
1.196,-0.01299
1.2,-0.04339
1.204,-0.01144
1.208,-0.01783
1.212,-0.05278
1.216,-0.00252
1.22,-0.02079
1.224,0.01382
1.228,0.00441
1.232,-0.02275
1.236,-0.02122
1.24,0.00052
