t_seg,ecg_mV
0.0,0.02672
0.004,0.02965
0.008,0.03659
0.012,0.02823
0.016,0.00588
0.02,0.02397
0.024,0.02209
0.028,0.0175
0.032,0.03143
0.036,0.016
0.04,0.03429
0.044,0.02793
0.048,0.00204
0.052,0.0108
0.056,0.00699
0.06,0.00438
0.064,-0.0071
0.068,0.01334
0.072,0.02264
0.076,0.0057
0.08,0.01305
0.084,0.01139
0.088,0.0197
0.092,0.01325
0.096,0.0197
0.1,0.02368
0.104,-0.01272
0.108,0.02787
0.112,0.02953
0.116,0.05391
0.12,0.02558
0.124,-0.00105
0.128,0.01157
0.132,0.03512
0.136,0.01137
0.14,0.02548
0.144,0.02204
0.148,0.0244
0.152,0.04622
0.156,0.03946
0.16,0.06838
0.164,0.06175
0.168,0.08382
0.172,0.08958
0.176,0.06208
0.18,0.12679
0.184,0.12767
0.188,0.15719
0.192,0.13723
0.196,0.11695
0.2,0.11323
0.204,0.11179
0.208,0.09086
0.212,0.07632
0.216,0.08648
0.22,0.0417
0.224,0.05756
0.228,0.04832
0.232,0.0249
0.236,0.03896
0.24,0.02317
0.244,0.02364
0.248,0.03342
0.252,0.02742
0.256,0.01516
0.26,0.01942
0.264,0.02439
0.268,0.04647
0.272,0.03332
0.276,0.02104
0.28,0.01555
0.284,0.00322
0.288,0.03244
0.292,0.01218
0.296,0.00412
0.3,0.02721
0.304,-0.00586
0.308,0.00129
0.312,-0.0532
0.316,-0.07176
0.32,-0.0853
0.324,-0.03564
0.328,0.1241
0.332,0.26479
0.336,0.50114
0.34,0.67782
0.344,0.87291
0.348,0.99527
0.352,1.02165
0.356,0.91306
0.36,0.73603
0.364,0.49684
0.368,0.29613
0.372,0.07746
0.376,-0.03168
0.38,-0.13215
0.384,-0.10068
0.388,-0.0984
0.392,-0.06551
0.396,-0.05281
0.4,-0.00173
0.404,0.02674
0.408,-0.00026
0.412,0.03951
0.416,0.03806
0.42,0.02664
0.424,0.03055
0.428,0.04636
0.432,0.01337
0.436,0.02273
0.44,0.02166
0.444,0.02381
0.448,0.02175
0.452,0.03065
0.456,0.04037
0.46,0.02386
0.464,0.01301
0.468,0.0287
0.472,0.01425
0.476,0.06412
0.48,0.00426
0.484,0.03258
0.488,0.02486
0.492,0.03747
0.496,0.0396
0.5,0.03711
0.504,0.02226
0.508,0.02828
0.512,0.03569
0.516,0.03698
0.52,0.02219
0.524,0.02274
0.528,0.05189
0.532,0.0308
0.536,0.05847
0.54,0.03993
0.544,0.09202
0.548,0.08498
0.552,0.07865
0.556,0.09848
0.56,0.10814
0.564,0.09563
0.568,0.12826
0.572,0.11756
0.576,0.11906
0.58,0.1463
0.584,0.15808
0.588,0.16051
0.592,0.1888
0.596,0.19519
0.6,0.19559
0.604,0.21115
0.608,0.20256
0.612,0.26176
0.616,0.25066
0.62,0.22819
0.624,0.23662
0.628,0.25374
0.632,0.23839
0.636,0.24569
0.64,0.27015
0.644,0.24541
0.648,0.21538
0.652,0.24893
0.656,0.2151
0.66,0.21541
0.664,0.20109
0.668,0.19003
0.672,0.13898
0.676,0.15465
0.68,0.14984
0.684,0.14011
0.688,0.10816
0.692,0.10128
0.696,0.1023
0.7,0.10684
0.704,0.05891
0.708,0.07496
0.712,0.07423
0.716,0.06161
0.72,0.07126
0.724,0.04418
0.728,0.05559
0.732,0.03257
0.736,0.04359
0.74,0.02535
