t_seg,ecg_mV
0.0,0.00765
0.004,-0.03228
0.008,-0.04919
0.012,-0.03805
0.016,-0.02384
0.02,-0.01456
0.024,-0.01894
0.028,-0.03492
0.032,-0.01137
0.036,-0.0177
0.04,-0.03282
0.044,-0.0407
0.048,-0.04775
0.052,-0.06375
0.056,-0.03831
0.06,-0.03614
0.064,-0.03355
0.068,-0.01958
0.072,-0.04897
0.076,-0.00558
0.08,-0.03169
0.084,-0.05352
0.088,-0.0383
0.092,-0.02621
0.096,-0.03487
0.1,-0.03513
0.104,-0.04067
0.108,-0.00096
0.112,-0.02956
0.116,-0.01212
0.12,-0.00102
0.124,-0.03444
0.128,-0.02209
0.132,0.00959
0.136,-0.01694
0.14,-0.02561
0.144,-0.02693
0.148,-0.00845
0.152,-0.041
0.156,-0.01096
0.16,-0.02984
0.164,-0.04157
0.168,-0.03269
0.172,-0.00887
0.176,-0.04579
0.18,-0.02569
0.184,-0.02331
0.188,-0.02366
0.192,-0.01872
0.196,-0.01576
0.2,-0.03051
0.204,-0.06544
0.208,-0.0363
0.212,-0.04866
0.216,-0.01598
0.22,-0.02672
0.224,-0.04283
0.228,-0.03585
0.232,-0.022
0.236,-0.00313
0.24,-0.03209
0.244,-0.04351
0.248,-0.00136
0.252,-0.0244
0.256,-0.00385
0.26,-0.03932
0.264,-0.04798
0.268,-0.03708
0.272,-0.0214
0.276,-0.03684
0.28,-0.0111
0.284,-0.0383
0.288,-0.03406
0.292,-0.0304
0.296,-0.00824
0.3,-0.03918
0.304,-0.03735
0.308,-0.01895
0.312,-0.00664
0.316,-0.01707
0.32,-0.02549
0.324,-0.01331
0.328,-0.0101
0.332,-0.03072
0.336,-0.00506
0.34,-0.03006
0.344,-0.03123
0.348,-0.03215
0.352,-0.01912
0.356,-0.03496
0.36,-0.03781
0.364,-0.02398
0.368,0.00721
0.372,-0.04186
0.376,-0.02817
0.38,-0.01902
0.384,-0.02758
0.388,-0.01149
0.392,-0.03518
0.396,-0.03211
0.4,0.004
0.404,-0.03157
0.408,-0.01347
0.412,0.0019
0.416,-0.03863
0.42,-0.03952
0.424,0.00641
0.428,0.04658
0.432,0.02285
0.436,0.04081
0.44,0.06283
0.444,0.06703
0.448,0.08707
0.452,0.0794
0.456,0.07022
0.46,0.05429
0.464,0.06779
0.468,0.07148
0.472,0.04212
0.476,0.02968
0.48,0.0166
0.484,0.01489
0.488,-0.01473
0.492,-0.00624
0.496,-0.01367
0.5,-0.02122
0.504,-0.00516
0.508,-0.03996
0.512,-0.03783
0.516,-0.03221
0.52,-0.00138
0.524,-0.04387
0.528,-0.04566
0.532,-0.04815
0.536,-0.04509
0.54,-0.0263
0.544,-0.02114
0.548,-0.01299
0.552,-0.04871
0.556,-0.01951
0.56,-0.03543
0.564,-0.03363
0.568,-0.01638
0.572,-0.07133
0.576,-0.08695
0.58,-0.10462
0.584,-0.13699
0.588,-0.1259
0.592,0.0117
0.596,0.17629
0.6,0.38817
0.604,0.555
0.608,0.79644
0.612,0.94741
0.616,0.97984
0.62,0.91267
0.624,0.72355
0.628,0.52471
