t_seg,ecg_mV
0.0,-0.05453
0.004,-0.07288
0.008,-0.04636
0.012,0.01188
0.016,0.00165
0.02,0.00742
0.024,-0.05337
0.028,0.00177
0.032,-0.02447
0.036,-0.01484
0.04,0.02102
0.044,-0.03558
0.048,-0.06065
0.052,0.05454
0.056,-0.07564
0.06,0.01225
0.064,-0.00743
0.068,0.01266
0.072,-0.01028
0.076,-0.05018
0.08,0.02684
0.084,0.00531
0.088,-0.0299
0.092,-0.0534
0.096,-0.00656
0.1,-0.03184
0.104,-0.07626
0.108,0.01047
0.112,0.04139
0.116,-0.00474
0.12,0.00829
0.124,-0.01154
0.128,0.02414
0.132,-0.00348
0.136,-0.06476
0.14,0.04117
0.144,-0.01005
0.148,0.01801
0.152,-0.00908
0.156,-0.05731
0.16,-0.08557
0.164,0.00634
0.168,-0.03167
0.172,0.0225
0.176,0.0381
0.18,-0.00143
0.184,-0.03984
0.188,0.05154
0.192,-0.03762
0.196,-0.01098
0.2,0.04304
0.204,0.03966
0.208,0.05857
0.212,0.04115
0.216,0.01196
0.22,0.15578
0.224,0.15118
0.228,0.12149
0.232,0.12644
0.236,0.16072
0.24,0.07412
0.244,0.02462
0.248,0.02666
0.252,0.0416
0.256,0.03838
0.26,0.04575
0.264,0.04941
0.268,-0.03031
0.272,0.02445
0.276,-0.01198
0.28,0.00574
0.284,0.0036
0.288,-0.02128
0.292,0.00687
0.296,-0.01879
0.3,0.01514
0.304,-0.02224
0.308,0.02932
0.312,-0.0247
0.316,-0.05931
0.32,-0.06301
0.324,-0.00732
0.328,-0.06398
0.332,-0.03583
0.336,-0.02146
0.34,0.0458
0.344,0.02039
0.348,-0.0178
0.352,-0.07512
0.356,-0.15004
0.36,-0.13844
0.364,-0.03736
0.368,0.16422
0.372,0.44409
0.376,0.61001
0.38,0.75289
0.384,0.90362
0.388,1.0161
0.392,0.94769
0.396,0.83392
0.4,0.66123
0.404,0.38973
0.408,0.16974
0.412,0.04436
0.416,-0.13476
0.42,-0.17083
0.424,-0.16167
0.428,-0.19086
0.432,-0.05566
0.436,-0.02384
0.44,-0.03392
0.444,-0.01023
0.448,-0.04873
0.452,0.03404
0.456,0.02936
0.46,-0.00531
0.464,-0.01973
0.468,-0.03042
0.472,-0.02354
0.476,0.03177
0.48,0.048
0.484,0.01731
0.488,-0.01293
0.492,0.02546
0.496,0.01795
0.5,-0.01872
0.504,-0.00952
0.508,0.01871
0.512,-0.04322
0.516,0.03808
0.52,0.02888
0.524,0.03581
0.528,0.02313
0.532,-0.02862
0.536,-0.09846
0.54,-0.06446
0.544,-0.04535
0.548,-0.01871
0.552,0.05888
0.556,0.05944
0.56,0.05062
0.564,0.02471
0.568,0.03913
0.572,0.01254
0.576,0.0866
0.58,0.06526
0.584,-0.00923
0.588,0.0411
0.592,0.03492
0.596,0.0877
0.6,0.01596
0.604,0.04531
0.608,0.15725
0.612,0.05895
0.616,0.13788
0.62,0.07633
0.624,0.11658
0.628,0.16581
0.632,0.24014
0.636,0.19498
0.64,0.16311
0.644,0.18038
0.648,0.21063
0.652,0.20947
0.656,0.21006
0.66,0.18418
0.664,0.18343
0.668,0.16289
0.672,0.25542
0.676,0.22729
0.68,0.23397
0.684,0.22129
0.688,0.16307
0.692,0.15233
0.696,0.235
0.7,0.18775
0.704,0.1683
0.708,0.22902
0.712,0.14827
0.716,0.11572
0.72,0.07722
0.724,0.10817
0.728,0.11075
0.732,0.14443
0.736,0.01886
0.74,0.04832
