t_seg,ecg_mV
0.0,-0.00531
0.004,-0.02443
0.008,-0.02585
0.012,-0.03025
0.016,-0.00154
0.02,-0.04148
0.024,-0.00067
0.028,-0.0281
0.032,-0.0282
0.036,-0.02803
0.04,-0.01755
0.044,-0.02637
0.048,-0.03459
0.052,-0.00668
0.056,-0.00813
0.06,-0.02862
0.064,-0.02485
0.068,0.00517
0.072,-0.02678
0.076,-0.01595
0.08,-0.04258
0.084,-0.03016
0.088,-0.03843
0.092,-0.02653
0.096,-0.01989
0.1,-0.00477
0.104,-0.03179
0.108,-0.0249
0.112,0.00717
0.116,-0.00845
0.12,-0.01484
0.124,-0.02385
0.128,-0.02705
0.132,-0.03315
0.136,0.00991
0.14,-0.01327
0.144,-0.03375
0.148,-0.02293
0.152,-0.01505
0.156,-0.03496
0.16,-0.01167
0.164,-0.03498
0.168,-0.02899
0.172,-0.03133
0.176,-0.04533
0.18,-0.02586
0.184,-0.03095
0.188,-0.01149
0.192,-0.0041
0.196,0.01706
0.2,-0.00579
0.204,-0.01776
0.208,-0.00546
0.212,-0.03475
0.216,-0.01762
0.22,-0.02438
0.224,-0.03732
0.228,-0.0082
0.232,-0.02955
0.236,-0.04023
0.24,-0.03757
0.244,-0.04374
0.248,-0.02541
0.252,-0.04282
0.256,-0.03038
0.26,-0.00638
0.264,-0.03243
0.268,-0.01926
0.272,-0.01583
0.276,-0.01635
0.28,-0.01487
0.284,0.00276
0.288,0.00567
0.292,-0.01332
0.296,0.01669
0.3,0.00991
0.304,-0.01804
0.308,-0.01028
0.312,-0.02804
0.316,-0.01552
0.32,0.00911
0.324,-0.03086
0.328,-0.02812
0.332,-0.03305
0.336,-0.0318
0.34,-0.01824
0.344,-0.00207
0.348,0.00674
0.352,-0.00359
0.356,0.00375
0.36,-0.00516
0.364,-0.00911
0.368,0.0099
0.372,-0.02497
0.376,-0.00874
0.38,-0.00523
0.384,-0.04111
0.388,-0.01018
0.392,-0.00573
0.396,0.02567
0.4,0.00495
0.404,0.04021
0.408,0.01132
0.412,0.04757
0.416,0.0749
0.42,0.06254
0.424,0.09957
0.428,0.09744
0.432,0.09722
0.436,0.08867
0.44,0.10062
0.444,0.05484
0.448,0.05462
0.452,0.04072
0.456,0.01412
0.46,0.02526
0.464,0.0164
0.468,-0.00383
0.472,0.00567
0.476,0.00368
0.48,0.01748
0.484,-0.00044
0.488,-0.00745
0.492,0.01437
0.496,-0.01882
0.5,-0.01102
0.504,-0.00325
0.508,-0.00803
0.512,-0.01601
0.516,-0.01
0.52,-0.01015
0.524,-0.02931
0.528,-0.01214
0.532,-0.04515
0.536,-0.03322
0.54,0.00153
0.544,-0.02982
0.548,-0.06213
0.552,-0.12307
