t_seg,ecg_mV
0.0,0.02956
0.004,0.00066
0.008,0.04158
0.012,0.03082
0.016,0.0147
0.02,0.02067
0.024,0.02571
0.028,0.01396
0.032,0.03358
0.036,0.02042
0.04,0.02068
0.044,0.03734
0.048,0.03021
0.052,0.00055
0.056,0.02346
0.06,0.00716
0.064,0.0261
0.068,0.03031
0.072,0.00261
0.076,0.03863
0.08,0.05134
0.084,0.0298
0.088,0.00657
0.092,0.02154
0.096,0.02866
0.1,0.03157
0.104,0.03267
0.108,0.01327
0.112,0.01674
0.116,0.03575
0.12,0.06986
0.124,0.02905
0.128,0.02471
0.132,0.03441
0.136,0.05108
0.14,0.02641
0.144,-0.01358
0.148,0.01711
0.152,0.01445
0.156,0.00898
0.16,0.00407
0.164,0.01032
0.168,0.06361
0.172,0.03618
0.176,0.02861
0.18,0.00532
0.184,0.01863
0.188,0.03067
0.192,0.02245
0.196,0.02243
0.2,0.05045
0.204,0.04671
0.208,0.03403
0.212,0.00212
0.216,0.02865
0.22,0.01114
0.224,0.01935
0.228,0.03075
0.232,0.04274
0.236,0.05878
0.24,0.01495
0.244,0.07148
0.248,0.06236
0.252,0.08278
0.256,0.08152
0.26,0.13079
0.264,0.11604
0.268,0.13537
0.272,0.11302
0.276,0.13983
0.28,0.12254
0.284,0.09865
0.288,0.09784
0.292,0.07962
0.296,0.06451
0.3,0.08632
0.304,0.05964
0.308,0.04069
0.312,0.01625
0.316,0.05084
0.32,0.03068
0.324,0.02415
0.328,0.01508
0.332,0.04982
0.336,0.04415
0.34,0.02028
0.344,0.01776
0.348,0.01939
0.352,0.0232
0.356,0.02511
0.36,0.00375
0.364,0.01501
0.368,0.02538
0.372,0.04164
0.376,0.03372
0.38,0.02563
0.384,0.0042
0.388,0.00565
0.392,-0.01846
0.396,-0.05465
0.4,-0.07113
0.404,-0.07125
0.408,0.01269
0.412,0.18618
0.416,0.35411
0.42,0.58474
0.424,0.78485
0.428,0.92395
0.432,1.02235
0.436,0.98347
0.44,0.84305
0.444,0.63417
0.448,0.39
0.452,0.1857
0.456,0.01522
0.46,-0.07396
0.464,-0.14222
0.468,-0.13174
0.472,-0.07491
0.476,-0.08508
0.48,-0.0029
0.484,0.00853
0.488,0.01231
0.492,0.00513
0.496,0.04248
0.5,0.03209
0.504,0.0218
0.508,0.01069
0.512,0.04358
0.516,0.05179
0.52,0.01444
0.524,0.02759
0.528,0.0339
0.532,0.04221
0.536,0.02301
0.54,0.06039
0.544,0.02861
0.548,0.02451
0.552,0.01734
0.556,0.01274
0.56,0.04095
0.564,0.0313
0.568,0.01869
0.572,0.01595
0.576,0.04652
0.58,0.04989
0.584,0.04292
0.588,0.03708
0.592,0.02739
0.596,0.05321
0.6,0.05938
0.604,0.04559
0.608,0.04181
0.612,0.07411
0.616,0.04088
0.62,0.0639
0.624,0.09412
0.628,0.07013
0.632,0.0723
0.636,0.04924
0.64,0.07701
0.644,0.0974
0.648,0.13772
0.652,0.10072
0.656,0.16496
0.66,0.14249
0.664,0.15007
0.668,0.17234
0.672,0.15805
0.676,0.1965
0.68,0.22496
0.684,0.18104
0.688,0.20659
0.692,0.20951
0.696,0.2389
0.7,0.24459
0.704,0.27575
0.708,0.23331
0.712,0.26917
0.716,0.24339
0.72,0.25541
0.724,0.24318
0.728,0.2499
0.732,0.22021
0.736,0.24184
0.74,0.23017
0.744,0.18744
0.748,0.19796
0.752,0.20198
0.756,0.17633
0.76,0.17298
0.764,0.17958
0.768,0.19512
0.772,0.19861
0.776,0.17864
0.78,0.19996
0.784,0.15954
