t_seg,ecg_mV
0.0,0.08531
0.004,0.1987
0.008,0.40424
0.012,0.67152
0.016,0.77989
0.02,0.95793
0.024,0.98881
0.028,1.00625
0.032,0.74968
0.036,0.55344
0.04,0.33728
0.044,0.07861
0.048,0.01444
0.052,-0.08016
0.056,-0.17141
0.06,-0.22602
0.064,-0.17617
0.068,-0.01354
0.072,-0.04623
0.076,0.00755
0.08,0.016
0.084,-0.02602
0.088,-0.00064
0.092,0.00981
0.096,0.03608
0.1,-0.00862
0.104,0.02894
0.108,0.01502
0.112,0.00486
0.116,-0.02486
0.12,0.03445
0.124,-0.01865
0.128,0.00046
0.132,-0.04075
0.136,-0.03995
0.14,-0.03148
0.144,0.01168
0.148,-0.0118
0.152,-0.00099
0.156,-0.0252
0.16,0.02644
0.164,-0.00366
0.168,-0.01259
0.172,0.0262
0.176,0.05358
0.18,0.04057
0.184,-0.02288
0.188,-0.006
0.192,0.02079
0.196,0.01266
0.2,-0.01956
0.204,0.03519
0.208,0.01252
0.212,0.05052
0.216,-0.00576
0.22,0.04989
0.224,0.01943
0.228,0.11263
0.232,0.0465
0.236,0.09492
0.24,0.0774
0.244,0.09305
0.248,0.10358
0.252,0.09023
0.256,0.1032
0.26,0.0749
0.264,0.14928
0.268,0.16681
0.272,0.18114
0.276,0.18933
0.28,0.178
0.284,0.17926
0.288,0.17913
0.292,0.16727
0.296,0.17798
0.3,0.2002
0.304,0.25178
0.308,0.231
0.312,0.275
0.316,0.21183
0.32,0.19067
0.324,0.19192
0.328,0.20327
0.332,0.18351
0.336,0.18613
0.34,0.09546
0.344,0.21034
0.348,0.13927
0.352,0.0683
0.356,0.06568
0.36,0.03172
0.364,0.08367
0.368,0.07432
0.372,0.06334
0.376,0.05902
0.38,0.06202
0.384,0.01336
0.388,0.04905
0.392,0.00494
0.396,0.08598
0.4,0.05925
0.404,0.06313
0.408,0.003
0.412,-0.00318
0.416,0.04345
0.42,0.00043
0.424,-0.00528
0.428,0.01209
0.432,-0.02982
0.436,-0.00019
0.44,-0.01972
0.444,0.03381
0.448,-0.02601
0.452,0.04817
0.456,-0.02932
0.46,-0.01934
0.464,0.00143
0.468,-0.00872
0.472,-0.00724
0.476,0.05064
0.48,0.01807
0.484,-0.08508
0.488,-0.07622
0.492,0.02175
0.496,-0.00779
0.5,-0.03547
0.504,-0.02115
0.508,-0.01957
0.512,0.01232
0.516,-0.03543
0.52,-0.04455
0.524,-0.01332
0.528,-0.01891
0.532,-0.03234
0.536,0.00657
0.54,-0.00645
0.544,-0.05413
0.548,0.03277
0.552,0.03359
0.556,-0.12226
0.56,0.00303
0.564,-0.0009
0.568,-0.01184
0.572,-0.02557
0.576,-0.01919
0.58,-0.00473
0.584,0.00293
0.588,-0.01846
0.592,-0.01877
0.596,-0.02698
0.6,0.04388
0.604,0.00175
0.608,-0.02983
0.612,0.06575
0.616,-0.02315
0.62,-0.03619
0.624,-0.08772
0.628,-0.0445
0.632,-0.03765
0.636,0.04878
0.64,-0.02017
0.644,-0.01196
0.648,-0.09084
0.652,-0.01769
0.656,0.01382
0.66,-0.02149
0.664,-0.03552
0.668,-0.03752
0.672,-0.05155
0.676,0.01548
0.68,0.00508
0.684,-0.01271
0.688,-0.07182
0.692,-0.00439
0.696,0.00383
0.7,0.02525
0.704,0.00167
0.708,-0.06044
0.712,0.01565
0.716,-0.0449
0.72,0.0741
0.724,0.02901
0.728,-0.03578
0.732,-0.00381
0.736,-0.01012
0.74,0.05275
0.744,0.00325
0.748,0.05594
0.752,0.03811
0.756,0.09684
0.76,0.02674
0.764,0.08635
0.768,0.05546
0.772,0.12995
0.776,0.08599
0.78,0.0411
0.784,0.07846
0.788,0.03814
0.792,0.02796
0.796,0.06544
0.8,-0.05322
0.804,0.00874
0.808,0.05604
0.812,-0.03132
