t_seg,ecg_mV
0.0,-0.00239
0.004,-0.00296
0.008,-0.04287
0.012,-0.03019
0.016,-0.08197
0.02,-0.05469
0.024,-0.02001
0.028,-0.01563
0.032,0.02791
0.036,-0.06853
0.04,-0.08379
0.044,0.02892
0.048,-0.08195
0.052,0.0132
0.056,-0.03302
0.06,0.02285
0.064,-0.04502
0.068,0.05173
0.072,-0.02877
0.076,-0.02965
0.08,-0.00316
0.084,-0.02593
0.088,-0.00125
0.092,-0.04889
0.096,-0.08554
0.1,-0.11879
0.104,-0.12575
0.108,-0.11657
0.112,0.00194
0.116,0.20424
0.12,0.35717
0.124,0.69724
0.128,0.74517
0.132,0.9441
0.136,1.00109
0.14,0.94671
0.144,0.72375
0.148,0.50215
0.152,0.32347
0.156,0.10126
0.16,-0.05393
0.164,-0.24178
0.168,-0.23659
0.172,-0.13221
0.176,-0.11302
0.18,-0.04091
0.184,-0.0425
0.188,-0.06531
0.192,-0.02254
0.196,-0.03092
0.2,-0.0566
0.204,0.00459
0.208,-0.03142
0.212,-0.08333
0.216,-0.05285
0.22,-0.0278
0.224,-0.02769
0.228,0.00866
0.232,-0.0493
0.236,-0.0476
0.24,0.01332
0.244,-0.04403
0.248,0.00022
0.252,-0.02895
0.256,-0.0363
0.26,-0.02599
0.264,-0.04593
0.268,-0.05439
0.272,-0.01297
0.276,-0.03569
0.28,-0.03429
0.284,-0.01606
0.288,-0.01423
0.292,-0.04956
0.296,0.00555
0.3,-0.02651
0.304,0.02736
0.308,0.00316
0.312,0.03162
0.316,0.00044
0.32,0.01519
0.324,0.01632
0.328,0.06175
0.332,-0.00689
0.336,0.02164
0.34,-0.0023
0.344,0.03046
0.348,0.13297
0.352,0.06411
0.356,0.12805
0.36,0.09382
0.364,0.03366
0.368,0.07391
0.372,0.08612
0.376,0.17898
0.38,0.13668
0.384,0.20087
0.388,0.13307
0.392,0.16024
0.396,0.19626
0.4,0.20822
0.404,0.18513
0.408,0.2247
0.412,0.20694
0.416,0.21807
0.42,0.17084
0.424,0.22305
0.428,0.22327
0.432,0.22422
0.436,0.19558
0.44,0.23229
0.444,0.19406
0.448,0.17672
0.452,0.18919
0.456,0.1827
0.46,0.19998
0.464,0.167
0.468,0.16343
0.472,0.19992
0.476,0.14505
0.48,0.14624
0.484,0.07201
0.488,0.08337
0.492,0.10472
0.496,0.09103
0.5,0.03987
0.504,0.03213
0.508,0.02693
0.512,-0.01099
0.516,-0.04318
0.52,0.00062
0.524,0.00146
0.528,0.03411
0.532,-0.02291
0.536,-0.06926
0.54,-0.06041
0.544,-0.02799
0.548,-0.03196
0.552,-0.03628
0.556,0.07576
0.56,-0.02165
0.564,-0.02355
0.568,-0.02354
0.572,0.02078
0.576,-0.01227
0.58,0.03243
0.584,-0.04111
0.588,-0.05908
0.592,-0.03602
0.596,-0.10784
0.6,-0.12531
0.604,-0.09249
0.608,0.06384
0.612,0.22226
0.616,0.37321
0.62,0.61108
0.624,0.81652
0.628,0.95543
0.632,0.95674
0.636,0.93627
0.64,0.73298
0.644,0.50556
0.648,0.25551
0.652,0.06319
0.656,-0.06468
0.66,-0.2149
0.664,-0.10741
0.668,-0.19682
0.672,-0.16511
0.676,-0.1398
0.68,-0.05789
0.684,-0.10621
0.688,-0.05163
0.692,-0.03183
0.696,-0.00719
0.7,-0.01468
0.704,0.00381
0.708,-0.02162
0.712,-0.05469
0.716,-0.0102
0.72,-0.01133
0.724,-0.01798
0.728,-0.03595
0.732,-0.01571
0.736,0.00339
0.74,-0.01748
0.744,-0.07861
0.748,-0.0016
0.752,-0.02403
0.756,-0.06184
0.76,-0.02342
0.764,-0.01711
0.768,-0.02543
0.772,0.02623
0.776,0.00069
0.78,0.00472
0.784,-0.07419
0.788,0.02686
0.792,0.00869
0.796,-0.01293
0.8,-0.01094
0.804,0.01258
0.808,-0.02264
0.812,0.00608
0.816,0.0117
0.82,0.01746
0.824,0.07927
0.828,0.01674
0.832,0.03453
0.836,0.068
0.84,0.05469
0.844,0.10167
0.848,0.14112
0.852,0.12038
0.856,0.14382
0.86,0.18241
0.864,0.20022
0.868,0.19005
0.872,0.21351
0.876,0.23897
0.88,0.26625
0.884,0.22672
0.888,0.31129
0.892,0.27653
0.896,0.29291
0.9,0.27507
0.904,0.24505
0.908,0.20755
0.912,0.26457
0.916,0.2116
0.92,0.25365
0.924,0.18812
0.928,0.24789
0.932,0.16068
0.936,0.15124
0.94,0.19402
0.944,0.12506
0.948,0.20215
0.952,0.1333
0.956,0.17362
0.96,0.1612
0.964,0.08032
0.968,0.10233
0.972,0.10549
0.976,-0.01546
0.98,0.03004
0.984,0.08817
0.988,0.04756
0.992,-0.01367
0.996,-0.0328
1.0,-0.14141
1.004,-0.06372
1.008,0.01741
1.012,0.07112
1.016,0.30152
1.02,0.41778
1.024,0.70736
1.028,0.86053
1.032,0.97548
1.036,0.96064
1.04,0.91583
1.044,0.62336
1.048,0.43299
1.052,0.25589
1.056,-0.01288
1.06,-0.03653
1.064,-0.0883
1.068,-0.15518
1.072,-0.10289
