t_seg,ecg_mV
0.0,-0.0084
0.004,0.02852
0.008,0.05719
0.012,0.06263
0.016,0.06867
0.02,0.07747
0.024,0.03954
0.028,0.03979
0.032,0.05348
0.036,0.0947
0.04,0.05414
0.044,-0.01284
0.048,0.0361
0.052,0.03337
0.056,0.02423
0.06,0.03385
0.064,0.02238
0.068,0.00739
0.072,-0.03101
0.076,0.03604
0.08,-0.01601
0.084,-0.04498
0.088,0.0352
0.092,0.05835
0.096,-0.01405
0.1,-0.0382
0.104,-0.06676
0.108,-0.01118
0.112,-0.01905
0.116,-0.06242
0.12,-0.06641
0.124,-0.03604
0.128,-0.04229
0.132,0.00158
0.136,-0.04366
0.14,0.00652
0.144,-0.06149
0.148,-0.09984
0.152,-0.08456
0.156,-0.16158
0.16,-0.21212
0.164,-0.09011
0.168,0.00286
0.172,0.24487
0.176,0.48429
0.18,0.64158
0.184,0.84457
0.188,0.92082
0.192,0.96002
0.196,0.85089
0.2,0.66639
0.204,0.42115
0.208,0.17495
0.212,0.06975
0.216,-0.10411
0.22,-0.20882
0.224,-0.15312
0.228,-0.26652
0.232,-0.13751
0.236,-0.13079
0.24,-0.07464
0.244,-0.01643
0.248,-0.04917
0.252,-0.06386
0.256,-0.08657
0.26,-0.01296
0.264,0.02544
0.268,-0.00751
0.272,-0.09619
0.276,-0.01857
0.28,-0.03556
0.284,-0.02026
0.288,-0.0215
0.292,7e-05
0.296,0.00808
0.3,0.0253
0.304,-0.03618
0.308,-0.03939
0.312,0.04927
0.316,-0.02871
0.32,0.04595
0.324,-0.00523
0.328,-0.01407
0.332,0.03368
0.336,-0.05135
0.34,0.07051
0.344,0.05985
0.348,-0.03594
0.352,-0.02066
0.356,-0.09826
0.36,-0.04543
0.364,0.02242
0.368,-0.0235
0.372,-0.00463
0.376,-0.09356
0.38,-0.06513
0.384,0.02782
0.388,-0.0633
0.392,0.00643
0.396,0.05824
0.4,0.04465
0.404,0.01213
0.408,0.08652
0.412,0.10475
0.416,0.05728
0.42,0.05874
0.424,0.08523
0.428,0.11337
0.432,0.15055
0.436,0.16785
0.44,0.18821
0.444,0.17359
0.448,0.16699
0.452,0.20946
0.456,0.20952
0.46,0.24842
0.464,0.2121
0.468,0.23636
0.472,0.25039
0.476,0.18731
0.48,0.18823
0.484,0.18968
0.488,0.14514
0.492,0.17678
0.496,0.16546
0.5,0.14281
0.504,0.16198
0.508,0.13247
0.512,0.12532
0.516,0.1309
0.52,0.14983
0.524,0.13003
0.528,0.02037
0.532,0.01809
0.536,0.03974
0.54,0.07077
0.544,-0.00291
0.548,0.00581
0.552,0.00448
0.556,-0.01368
0.56,-0.0047
0.564,-0.03799
0.568,0.00058
0.572,-0.02613
0.576,0.03135
0.58,0.01586
0.584,-0.02754
0.588,-0.02931
0.592,0.01459
0.596,-0.0571
0.6,-0.01071
0.604,0.05108
0.608,0.05351
0.612,-0.07127
0.616,-0.02947
0.62,-0.08397
0.624,-0.03012
0.628,-0.05311
0.632,-0.00548
0.636,-0.00983
0.64,-0.01794
0.644,-0.008
0.648,-0.00311
0.652,-0.07343
0.656,-0.05441
0.66,-0.05441
0.664,-0.08418
0.668,-0.03705
0.672,-0.01532
0.676,-0.05203
0.68,-0.06189
0.684,0.06
0.688,-0.0778
0.692,-0.06958
0.696,-0.03486
0.7,-0.01571
0.704,-0.01512
0.708,-0.0274
0.712,-0.02038
0.716,-0.00452
0.72,-0.03843
0.724,-0.08657
0.728,-0.0535
0.732,-0.0677
0.736,-0.09749
0.74,-0.00952
0.744,0.03729
0.748,-0.01253
0.752,-0.00274
0.756,-0.00077
0.76,0.00273
0.764,0.00183
0.768,-0.02522
0.772,-0.02849
0.776,0.00742
0.78,-0.04881
0.784,-0.03039
0.788,-0.04334
0.792,-0.01411
0.796,-0.00624
0.8,-0.02515
0.804,-0.03096
0.808,-0.03369
0.812,-0.02732
0.816,0.01151
0.82,-0.04677
0.824,-0.08013
0.828,-0.08484
0.832,-0.00937
0.836,-0.03799
0.84,-0.04449
0.844,-0.04513
0.848,-0.01935
0.852,0.00029
0.856,-0.06597
0.86,-0.06708
0.864,-0.02585
0.868,-0.01815
0.872,-0.03563
0.876,0.00274
0.88,-0.04763
0.884,-0.02836
0.888,0.0004
0.892,0.03896
0.896,-0.03551
0.9,-0.05822
0.904,-0.05679
0.908,-0.05503
0.912,-0.09443
0.916,-0.05327
0.92,0.02646
0.924,-0.00315
0.928,-0.01864
0.932,-0.01706
0.936,0.00057
0.94,-0.04381
0.944,-0.01927
0.948,-0.05021
0.952,-0.12534
0.956,-0.04231
0.96,-0.01182
0.964,0.04651
0.968,-0.1024
0.972,0.01381
0.976,0.02155
0.98,-0.06459
0.984,-0.01573
0.988,-0.01445
0.992,-0.08883
0.996,0.01486
1.0,-0.00213
1.004,-0.01291
1.008,-0.06748
1.012,0.03255
1.016,0.02009
1.02,-0.00391
1.024,0.02514
1.028,0.05055
1.032,0.01656
1.036,-0.0028
1.04,-0.00847
1.044,0.00191
1.048,0.08968
1.052,-0.01041
1.056,0.06302
1.06,0.09313
1.064,0.08022
1.068,0.09889
1.072,0.11436
1.076,0.10303
1.08,0.12477
1.084,0.06576
1.088,0.13003
1.092,0.08954
1.096,0.03123
1.1,0.05653
1.104,0.00311
1.108,-0.04645
1.112,-0.04072
1.116,0.0289
1.12,0.03363
1.124,0.01782
1.128,0.02332
1.132,-0.00886
1.136,-0.06205
1.14,-0.06749
1.144,-0.05687
1.148,0.01085
1.152,-0.09146
1.156,-0.06118
1.16,-0.01324
1.164,-0.00111
1.168,-0.00484
1.172,0.02449
1.176,0.02024
1.18,-0.00575
1.184,0.01748
1.188,-0.02021
1.192,-0.08771
1.196,-0.11291
1.2,-0.04025
1.204,-0.20162
1.208,-0.02908
1.212,0.09571
1.216,0.23815
1.22,0.44684
1.224,0.64872
1.228,0.82181
1.232,1.00192
1.236,0.98356
1.24,0.91471
1.244,0.73961
1.248,0.4502
1.252,0.25961
1.256,0.01053
1.26,-0.05087
1.264,-0.11228
1.268,-0.21196
1.272,-0.16354
1.276,-0.10626
1.28,-0.05109
1.284,0.01361
1.288,0.00985
1.292,-0.01468
1.296,-0.01362
1.3,-0.02378
1.304,0.0248
1.308,0.03619
