t_seg,ecg_mV
0.0,0.03937
0.004,0.02576
0.008,0.01249
0.012,0.04581
0.016,0.12413
0.02,0.01094
0.024,-0.13943
0.028,-0.05467
0.032,-0.10367
0.036,-0.00578
0.04,0.09426
0.044,0.23529
0.048,0.50968
0.052,0.7345
0.056,0.89274
0.06,1.06528
0.064,1.01151
0.068,0.93544
0.072,0.7358
0.076,0.45299
0.08,0.30939
0.084,0.08462
0.088,0.00978
0.092,-0.0963
0.096,-0.09716
0.1,-0.12105
0.104,0.00111
0.108,-0.04389
0.112,-0.03325
0.116,0.00972
0.12,0.0624
0.124,0.08724
0.128,0.02794
0.132,0.0195
0.136,0.01533
0.14,0.01924
0.144,0.08327
0.148,0.05957
0.152,0.0408
0.156,0.0406
0.16,0.04242
0.164,0.03475
0.168,0.0079
0.172,0.07006
0.176,0.02202
0.18,-0.01958
0.184,0.01758
0.188,0.01798
0.192,0.06334
0.196,0.09088
0.2,0.05455
0.204,0.05546
0.208,0.05854
0.212,0.00643
0.216,-0.03405
0.22,0.0563
0.224,0.0515
0.228,0.08375
0.232,0.02059
0.236,0.02485
0.24,0.08756
0.244,0.03029
0.248,0.08742
0.252,0.02871
0.256,0.02291
0.26,0.0515
0.264,0.0175
0.268,0.10446
0.272,0.07086
0.276,0.10969
0.28,0.11829
0.284,0.18459
0.288,0.12022
0.292,0.12865
0.296,0.17497
0.3,0.13857
0.304,0.20189
0.308,0.25588
0.312,0.1214
0.316,0.19221
0.32,0.28782
0.324,0.1864
0.328,0.24947
0.332,0.20537
0.336,0.30942
0.34,0.2134
0.344,0.22164
0.348,0.24693
0.352,0.28164
0.356,0.30076
0.36,0.24842
0.364,0.28872
0.368,0.21146
0.372,0.22384
0.376,0.21838
0.38,0.20033
0.384,0.10869
0.388,0.14135
0.392,0.10312
0.396,0.09679
0.4,0.11008
0.404,0.1624
0.408,0.11232
0.412,0.12747
0.416,0.06456
0.42,0.10031
0.424,0.07346
0.428,0.03563
0.432,0.04601
0.436,0.05609
0.44,0.06075
0.444,0.06559
0.448,0.02881
0.452,0.04335
0.456,0.06215
0.46,0.06317
0.464,0.0307
0.468,0.05703
0.472,0.05785
0.476,0.03152
0.48,-0.0031
0.484,-0.00332
0.488,-0.01059
0.492,0.04912
0.496,0.01942
0.5,0.03527
0.504,-0.01784
0.508,-0.04212
0.512,0.0877
0.516,0.03661
0.52,0.05856
0.524,-0.0019
0.528,0.06281
0.532,0.05931
0.536,0.06679
0.54,0.05493
0.544,0.01885
0.548,0.06923
0.552,0.00244
0.556,0.09004
0.56,-0.01895
0.564,0.00577
0.568,0.05903
0.572,0.06558
0.576,-0.0097
0.58,0.02744
0.584,0.04671
0.588,0.04831
0.592,0.04133
0.596,0.09084
0.6,0.04295
0.604,0.10368
0.608,0.17263
0.612,0.11012
0.616,0.03542
0.62,0.06464
0.624,0.10973
0.628,0.14789
0.632,0.08437
0.636,0.07392
0.64,0.10319
0.644,0.07397
0.648,0.07076
0.652,0.03388
0.656,0.05916
0.66,0.1138
0.664,0.00956
0.668,0.05083
0.672,0.02264
0.676,0.02489
0.68,-0.00532
0.684,0.01757
0.688,0.01257
0.692,0.06953
0.696,-0.00269
0.7,-0.006
0.704,0.07743
0.708,0.0125
0.712,0.05581
0.716,0.03156
0.72,0.02019
0.724,0.02048
0.728,0.02168
0.732,0.03409
0.736,0.05893
0.74,-0.04704
0.744,-0.07397
0.748,-0.04803
0.752,-0.07705
0.756,0.05428
0.76,0.15173
0.764,0.34763
0.768,0.50876
0.772,0.76184
0.776,0.91418
0.78,1.08784
0.784,1.05139
0.788,0.92381
0.792,0.71728
0.796,0.48209
0.8,0.31983
0.804,0.07364
0.808,-0.01784
0.812,-0.18328
0.816,-0.1334
0.82,-0.06922
0.824,-0.08285
0.828,0.04225
0.832,-0.05756
0.836,0.09269
0.84,0.01183
0.844,-0.01713
0.848,-0.02221
0.852,0.06474
0.856,0.01384
0.86,0.00447
0.864,0.04802
0.868,0.00578
0.872,0.03728
0.876,-0.02612
0.88,-0.0498
0.884,0.0072
0.888,0.01296
0.892,-0.0307
0.896,-0.00937
0.9,0.00657
0.904,0.00333
0.908,0.04615
0.912,0.04778
0.916,-0.02006
0.92,0.03244
0.924,0.02543
0.928,0.02656
0.932,-0.02249
0.936,0.04308
0.94,-0.00978
0.944,0.05768
0.948,0.06664
0.952,0.06597
0.956,0.02496
0.96,0.00158
0.964,0.07969
0.968,0.07503
0.972,0.12319
0.976,0.09356
0.98,0.07317
0.984,0.13624
0.988,0.12014
0.992,0.09405
0.996,0.12513
1.0,0.08852
1.004,0.12351
1.008,0.17762
1.012,0.13834
1.016,0.16669
1.02,0.20075
1.024,0.14355
