t_seg,ecg_mV
0.0,-0.00539
0.004,0.00691
0.008,0.00519
0.012,0.08797
0.016,0.05046
0.02,-0.00141
0.024,-0.01349
0.028,0.04159
0.032,-0.04629
0.036,-0.01984
0.04,0.01833
0.044,-0.0378
0.048,0.02145
0.052,0.00155
0.056,0.02638
0.06,-0.03637
0.064,-0.00484
0.068,-0.04044
0.072,-0.03696
0.076,0.03417
0.08,-0.00432
0.084,-0.01717
0.088,0.043
0.092,0.02469
0.096,0.03842
0.1,0.02141
0.104,0.04777
0.108,-0.01703
0.112,-0.00431
0.116,0.07017
0.12,0.07369
0.124,-0.01053
0.128,0.01284
0.132,0.05095
0.136,-0.02367
0.14,0.00067
0.144,0.04363
0.148,-0.02153
0.152,-0.0011
0.156,0.02263
0.16,-0.00275
0.164,-0.00518
0.168,-0.02039
0.172,0.02407
0.176,0.022
0.18,0.02264
0.184,0.02373
0.188,0.00986
0.192,0.03713
0.196,0.04767
0.2,0.06558
0.204,0.08322
0.208,0.08744
0.212,0.12277
0.216,0.0645
0.22,0.15361
0.224,0.10752
0.228,0.14574
0.232,0.1104
0.236,0.04031
0.24,0.12167
0.244,0.0879
0.248,0.02271
0.252,0.06285
0.256,0.05246
0.26,0.09554
0.264,0.03321
0.268,0.01081
0.272,-0.00865
0.276,0.03488
0.28,0.10658
0.284,0.02758
0.288,0.08846
0.292,-0.02788
0.296,0.00777
0.3,0.03942
0.304,0.0436
0.308,-0.00053
0.312,0.00371
0.316,0.04104
0.32,-0.03008
0.324,0.03242
0.328,0.05218
0.332,0.00358
0.336,0.02284
0.34,-0.00902
0.344,-0.10024
0.348,-0.07131
0.352,-0.08476
0.356,-0.10629
0.36,0.02572
0.364,0.15025
0.368,0.42153
0.372,0.63065
0.376,0.74738
0.38,0.92493
0.384,0.98371
0.388,0.9515
0.392,0.79518
0.396,0.63812
0.4,0.39906
0.404,0.107
0.408,0.05479
0.412,-0.08109
0.416,-0.13544
0.42,-0.15968
0.424,-0.0431
0.428,-0.06632
0.432,-0.01995
0.436,-0.05466
0.44,-0.00946
0.444,0.06026
0.448,0.01711
0.452,0.03386
0.456,0.01642
0.46,0.01611
0.464,0.03645
0.468,0.01854
0.472,0.05836
0.476,0.04542
0.48,0.02173
0.484,0.03391
0.488,0.04129
0.492,0.02801
0.496,0.07221
0.5,0.05571
0.504,0.11374
0.508,-0.00813
0.512,-0.01048
0.516,0.05512
0.52,0.04027
0.524,0.08392
0.528,-0.00885
0.532,0.01594
0.536,0.05634
0.54,0.02588
0.544,0.00208
0.548,0.03108
0.552,-0.01054
0.556,0.04338
0.56,0.10953
0.564,0.02936
0.568,0.09755
0.572,0.08773
0.576,0.09209
0.58,0.06993
0.584,0.06348
0.588,-0.00808
0.592,0.05832
0.596,0.06829
0.6,0.07622
0.604,0.09516
0.608,0.16184
0.612,0.08317
0.616,0.11916
0.62,0.17273
0.624,0.21892
0.628,0.20201
0.632,0.21885
0.636,0.23439
0.64,0.2446
0.644,0.20107
0.648,0.253
0.652,0.21023
0.656,0.21096
0.66,0.20739
0.664,0.26712
0.668,0.23084
0.672,0.24544
0.676,0.31532
0.68,0.2227
0.684,0.21264
0.688,0.27002
0.692,0.15181
0.696,0.18485
0.7,0.22016
0.704,0.20206
0.708,0.15484
0.712,0.20857
0.716,0.19707
0.72,0.12382
0.724,0.10035
0.728,0.09938
0.732,0.08063
0.736,0.07333
0.74,0.07865
0.744,0.05659
0.748,0.06715
0.752,0.04699
0.756,0.09057
0.76,-0.00239
0.764,0.00053
0.768,0.09088
0.772,0.06776
0.776,0.03866
0.78,0.06588
0.784,0.04699
0.788,0.04606
0.792,0.04159
0.796,0.02773
0.8,0.00012
0.804,0.01266
0.808,0.04606
0.812,0.03917
0.816,-0.00114
0.82,-0.02079
0.824,0.02954
0.828,0.00416
0.832,0.02712
0.836,0.09745
0.84,0.01198
0.844,0.00427
0.848,0.03083
0.852,0.07633
0.856,0.03285
0.86,0.06732
0.864,0.02075
0.868,0.05569
0.872,0.0667
0.876,0.0056
0.88,0.01044
0.884,0.01479
0.888,-0.05532
0.892,0.05184
0.896,-0.00047
0.9,0.04519
0.904,0.06751
0.908,0.00245
0.912,0.08151
0.916,0.01108
0.92,0.04843
0.924,0.07403
