t_seg,ecg_mV
0.0,0.01893
0.004,0.02407
0.008,0.02698
0.012,0.00574
0.016,0.01894
0.02,0.02508
0.024,0.0267
0.028,0.04409
0.032,0.02175
0.036,0.02908
0.04,0.03388
0.044,0.03519
0.048,0.04425
0.052,0.0228
0.056,0.0234
0.06,0.02985
0.064,0.02385
0.068,0.05747
0.072,0.03168
0.076,-0.00028
0.08,0.03472
0.084,0.02338
0.088,0.02466
0.092,0.02664
0.096,0.0389
0.1,0.06054
0.104,0.04813
0.108,0.04864
0.112,0.02862
0.116,0.03366
0.12,0.0295
0.124,0.04092
0.128,0.02293
0.132,0.0494
0.136,0.02917
0.14,0.04167
0.144,0.06069
0.148,0.03991
0.152,0.0229
0.156,0.03983
0.16,0.04434
0.164,0.0407
0.168,0.03298
0.172,0.02346
0.176,0.00736
0.18,0.01339
0.184,0.04499
0.188,0.01251
0.192,0.02159
0.196,0.02492
0.2,0.03534
0.204,0.04129
0.208,0.02646
0.212,0.00506
0.216,0.03492
0.22,0.04811
0.224,0.01723
0.228,0.03076
0.232,0.04006
0.236,0.03143
0.24,0.05032
0.244,0.03053
0.248,0.02704
0.252,-0.00615
0.256,0.01367
0.26,0.02022
0.264,0.01419
0.268,0.03232
0.272,0.03626
0.276,0.0233
0.28,0.03631
0.284,0.03395
0.288,0.03222
0.292,0.02567
0.296,0.01882
0.3,0.03717
0.304,0.05225
0.308,0.02715
0.312,0.04831
0.316,0.03981
0.32,0.03549
0.324,0.02359
0.328,0.00538
0.332,0.05844
0.336,0.02294
0.34,0.02815
0.344,0.05733
0.348,0.05002
0.352,0.03235
0.356,0.03946
0.36,0.01912
0.364,0.03972
0.368,0.02845
0.372,0.02714
0.376,0.02887
0.38,0.02955
0.384,0.02757
0.388,0.0141
0.392,0.02153
0.396,0.04759
0.4,0.03476
0.404,0.03133
0.408,-0.00527
0.412,0.01898
0.416,0.02271
0.42,0.02746
0.424,0.02912
0.428,0.02567
0.432,0.03431
0.436,0.02943
0.44,0.01295
0.444,0.02005
0.448,0.05128
0.452,0.05461
0.456,0.01988
0.46,-0.00984
0.464,0.05598
0.468,0.05071
0.472,0.03187
0.476,0.02982
0.48,0.05768
0.484,0.06118
0.488,0.04282
0.492,0.04599
0.496,0.0969
0.5,0.11362
0.504,0.11066
0.508,0.12047
0.512,0.12421
0.516,0.13467
0.52,0.13262
0.524,0.12975
0.528,0.11763
0.532,0.10292
0.536,0.10699
0.54,0.07126
0.544,0.06432
0.548,0.05352
0.552,0.06395
0.556,0.02661
0.56,0.04021
0.564,0.04156
0.568,0.01022
0.572,0.0173
0.576,0.03588
0.58,0.034
0.584,0.02931
0.588,0.0265
0.592,0.04285
0.596,0.00525
0.6,0.05063
0.604,0.03257
0.608,0.02626
0.612,0.02924
0.616,0.01696
0.62,0.00775
0.624,0.0205
0.628,0.0171
0.632,-0.01292
0.636,-0.01416
0.64,-0.04262
0.644,-0.07101
0.648,-0.08887
0.652,-0.01161
0.656,0.10756
0.66,0.30144
0.664,0.51458
0.668,0.728
0.672,0.92689
0.676,0.99759
0.68,1.01348
0.684,0.90028
0.688,0.68999
0.692,0.44193
0.696,0.27579
0.7,0.05735
0.704,-0.09157
0.708,-0.11504
0.712,-0.178
0.716,-0.11278
0.72,-0.05993
0.724,-0.03964
0.728,-0.0009
0.732,0.0099
0.736,0.00842
0.74,0.03681
0.744,0.00386
0.748,0.00771
0.752,0.03353
0.756,0.02893
0.76,0.0361
0.764,0.03553
0.768,0.00916
0.772,0.0249
0.776,0.0483
0.78,0.04635
0.784,0.02279
