t_seg,ecg_mV
0.0,-0.00978
0.004,-0.01006
0.008,0.01022
0.012,-0.01885
0.016,-0.00742
0.02,-0.01567
0.024,-0.01569
0.028,-0.02563
0.032,0.00496
0.036,-0.00533
0.04,0.01951
0.044,-0.02668
0.048,0.0027
0.052,-0.01126
0.056,-0.00147
0.06,-0.00511
0.064,0.00929
0.068,-0.00012
0.072,0.01772
0.076,0.04274
0.08,0.02761
0.084,0.05319
0.088,0.08446
0.092,0.05508
0.096,0.0837
0.1,0.09394
0.104,0.09312
0.108,0.07795
0.112,0.08025
0.116,0.07805
0.12,0.10724
0.124,0.07289
0.128,0.04744
0.132,0.01751
0.136,0.02772
0.14,0.01967
0.144,0.0139
0.148,-0.00451
0.152,0.00531
0.156,-0.00846
0.16,-0.0018
0.164,0.00585
0.168,-0.0212
0.172,-0.00331
0.176,-0.02408
0.18,0.00081
0.184,-0.03423
0.188,0.00011
0.192,-0.00119
0.196,-0.01678
0.2,-0.01229
0.204,0.00214
0.208,-0.00851
0.212,0.01646
0.216,-0.02209
0.22,-0.01646
0.224,-0.01702
0.228,-0.04115
0.232,-0.07451
0.236,-0.12686
0.24,-0.10878
0.244,-0.05141
0.248,0.14423
0.252,0.29637
0.256,0.49972
0.26,0.72754
0.264,0.90415
0.268,0.98453
0.272,0.97638
0.276,0.84841
0.28,0.62151
0.284,0.4221
0.288,0.17849
0.292,0.02008
0.296,-0.08307
0.3,-0.15995
0.304,-0.14577
0.308,-0.15462
0.312,-0.09243
0.316,-0.06023
0.32,-0.01862
0.324,-0.01776
0.328,0.00207
0.332,-0.01573
0.336,0.01128
0.34,-0.00846
0.344,-0.01416
0.348,-0.00622
0.352,-0.0241
0.356,-0.00979
0.36,0.01139
0.364,0.03324
0.368,-0.00532
0.372,0.02015
0.376,-0.00156
0.38,-0.0228
0.384,0.00467
0.388,0.01871
0.392,0.03765
0.396,0.00835
0.4,-0.00415
0.404,0.018
0.408,0.0121
0.412,-0.00532
0.416,0.00701
0.42,0.00326
0.424,-0.00469
0.428,0.02356
0.432,-0.00788
0.436,-0.00468
0.44,0.02265
0.444,0.02115
0.448,0.03308
0.452,0.05153
0.456,0.01539
0.46,0.05712
0.464,0.0285
0.468,0.06796
0.472,0.05683
0.476,0.07488
0.48,0.06494
0.484,0.10795
0.488,0.08306
0.492,0.12838
0.496,0.09206
0.5,0.11187
0.504,0.11814
0.508,0.1589
0.512,0.16483
0.516,0.15705
0.52,0.17438
0.524,0.19709
0.528,0.20881
0.532,0.19759
0.536,0.21905
0.54,0.20536
0.544,0.21686
0.548,0.26368
0.552,0.24328
0.556,0.21715
0.56,0.23835
0.564,0.21523
0.568,0.19916
0.572,0.18482
0.576,0.19337
0.58,0.20454
0.584,0.1972
0.588,0.16153
0.592,0.1494
0.596,0.13187
0.6,0.11704
0.604,0.09407
0.608,0.1054
0.612,0.09268
0.616,0.07101
0.62,0.09352
0.624,0.0641
0.628,0.05336
0.632,0.05618
0.636,0.02733
0.64,-0.00068
0.644,0.02774
0.648,-0.00257
0.652,0.03808
0.656,0.004
0.66,0.00527
0.664,0.00373
0.668,0.02896
0.672,0.02655
0.676,0.00793
0.68,0.00321
0.684,0.01112
0.688,0.02101
