t_seg,ecg_mV
0.0,0.00629
0.004,0.0178
0.008,0.00784
0.012,0.01598
0.016,-0.00838
0.02,-0.00684
0.024,-0.00377
0.028,-7e-05
0.032,0.02497
0.036,-0.01128
0.04,0.02842
0.044,-0.01702
0.048,-0.00028
0.052,-0.0093
0.056,-0.01645
0.06,0.00252
0.064,0.01377
0.068,-0.0133
0.072,-0.02996
0.076,-0.02085
0.08,-0.01295
0.084,-0.00475
0.088,-0.01243
0.092,0.01389
0.096,0.00339
0.1,0.00225
0.104,-0.01664
0.108,-0.00191
0.112,0.01812
0.116,0.00427
0.12,0.00761
0.124,-0.01137
0.128,-0.00591
0.132,-0.02928
0.136,0.01176
0.14,0.00149
0.144,0.01984
0.148,0.00216
0.152,-0.03619
0.156,-0.017
0.16,0.00075
0.164,-0.0039
0.168,0.00104
0.172,0.00569
0.176,-0.03913
0.18,0.01513
0.184,-0.00168
0.188,-0.01815
0.192,0.02388
0.196,-0.0077
0.2,0.00921
0.204,-0.00971
0.208,-0.01266
0.212,-0.00843
0.216,-0.02408
0.22,0.00576
0.224,-0.02056
0.228,-0.01053
0.232,0.00751
0.236,-0.00639
0.24,-0.01289
0.244,-0.0169
0.248,-0.01787
0.252,0.01806
0.256,-0.0312
0.26,-0.02022
0.264,0.01306
0.268,-0.02242
0.272,-0.00056
0.276,-0.01126
0.28,0.00094
0.284,-0.00652
0.288,0.00062
0.292,0.01522
0.296,-0.04147
0.3,-0.01855
0.304,-0.02656
0.308,-0.00124
0.312,-0.02221
0.316,0.01226
0.32,-0.01308
0.324,-0.04072
0.328,0.00941
0.332,0.01121
0.336,-0.01586
0.34,-0.01647
0.344,-0.01968
0.348,-0.02618
0.352,0.03045
0.356,-0.00669
0.36,-0.01083
0.364,0.00587
0.368,-0.00284
0.372,-0.01735
0.376,-0.01271
0.38,-0.03082
0.384,-0.02
0.388,0.0114
0.392,-0.02845
0.396,0.024
0.4,-0.01179
0.404,-0.01491
0.408,-0.00644
0.412,-0.0196
0.416,-0.03657
0.42,-0.01949
0.424,-0.00478
0.428,-0.02175
0.432,-0.02056
0.436,-0.00785
0.44,-0.00218
0.444,-0.04233
0.448,0.00991
0.452,0.00946
0.456,-0.02534
0.46,-0.00392
0.464,0.01987
0.468,0.01644
0.472,0.01504
0.476,0.00655
0.48,0.05839
0.484,0.07952
0.488,0.05343
0.492,0.116
0.496,0.09446
0.5,0.10755
0.504,0.0815
0.508,0.10438
0.512,0.06751
0.516,0.04964
0.52,0.07858
0.524,0.03191
0.528,0.04245
0.532,0.0184
0.536,0.03217
0.54,0.01463
0.544,-0.01615
0.548,-0.00332
0.552,-0.02441
0.556,-0.01472
0.56,-0.00526
0.564,0.00529
0.568,-0.02824
0.572,0.00391
0.576,-0.0436
0.58,-0.0071
0.584,-0.00762
0.588,-0.0024
0.592,-0.01062
0.596,-0.02623
0.6,-0.01279
0.604,0.01606
0.608,-0.02231
0.612,-0.0227
0.616,-0.001
0.62,-0.05734
0.624,-0.08433
0.628,-0.11472
0.632,-0.13093
0.636,-0.05734
0.64,0.02949
0.644,0.20167
0.648,0.4034
0.652,0.63837
0.656,0.77823
0.66,0.92462
0.664,0.98503
0.668,0.91975
0.672,0.77673
0.676,0.52234
0.68,0.29409
0.684,0.07457
0.688,-0.08117
0.692,-0.15451
0.696,-0.19154
0.7,-0.15387
0.704,-0.11796
0.708,-0.08222
0.712,-0.05716
0.716,-0.03233
0.72,-0.03118
0.724,-0.03642
0.728,-0.00128
0.732,-0.023
0.736,-0.03185
0.74,-0.01771
0.744,0.01324
0.748,-0.01488
0.752,-0.00528
0.756,-0.01857
0.76,-0.03233
0.764,-0.00143
0.768,-0.01336
0.772,-0.01118
0.776,-0.00511
0.78,0.00759
0.784,-0.03283
0.788,0.003
0.792,0.01317
0.796,0.00099
0.8,-0.02206
0.804,-0.01193
0.808,-0.03201
0.812,0.00685
0.816,-0.0424
0.82,-0.01325
0.824,0.00589
0.828,0.0086
0.832,0.01246
0.836,0.00202
0.84,-0.00953
0.844,-0.00059
0.848,0.0167
0.852,0.01215
0.856,0.02166
0.86,0.02768
0.864,0.0439
0.868,0.02928
0.872,0.0419
0.876,0.0416
0.88,0.06839
0.884,0.04269
0.888,0.08649
0.892,0.09788
0.896,0.11407
0.9,0.10589
0.904,0.10114
0.908,0.15797
0.912,0.16581
0.916,0.13228
0.92,0.13189
0.924,0.17277
0.928,0.16789
0.932,0.16693
0.936,0.1798
0.94,0.20163
0.944,0.15711
0.948,0.1958
0.952,0.21132
0.956,0.1951
0.96,0.17133
0.964,0.17814
0.968,0.15289
0.972,0.14889
0.976,0.16305
0.98,0.1488
0.984,0.15072
0.988,0.13554
0.992,0.09344
0.996,0.0956
1.0,0.05773
1.004,0.07431
1.008,0.05103
1.012,0.06152
1.016,0.02587
1.02,0.05226
1.024,0.03965
1.028,0.01261
1.032,0.01236
1.036,0.0096
1.04,0.02657
1.044,-0.00392
1.048,0.00119
1.052,0.02131
1.056,-0.0132
1.06,0.01731
1.064,-0.03394
1.068,-0.01239
1.072,-0.03241
1.076,-0.02717
1.08,-0.05534
1.084,-0.02198
1.088,-0.03625
1.092,-0.00789
1.096,-0.00793
1.1,-0.03666
1.104,-0.03338
1.108,-0.00812
1.112,-0.0018
1.116,-0.06329
1.12,-0.04046
1.124,-0.05849
1.128,-0.04978
1.132,-0.05221
1.136,-0.02649
1.14,-0.03215
1.144,-0.04002
1.148,-0.02612
1.152,-0.0214
1.156,-0.03117
1.16,-0.01517
1.164,-0.02782
1.168,-0.01571
1.172,-0.02843
1.176,-0.03465
1.18,-0.01097
1.184,-0.02327
1.188,-0.02836
1.192,0.0094
1.196,-0.02142
1.2,-0.01292
1.204,-0.03148
1.208,-0.02247
1.212,-0.03351
1.216,-0.00907
1.22,-0.01809
1.224,-0.00236
1.228,-0.01929
1.232,0.00503
1.236,-0.03049
1.24,-0.03042
1.244,-0.01821
1.248,-0.00028
1.252,0.00304
1.256,0.03554
1.26,0.01971
1.264,0.06385
1.268,0.09072
1.272,0.0764
1.276,0.05418
1.28,0.07461
1.284,0.08375
1.288,0.04708
1.292,0.04492
1.296,0.03588
1.3,0.03282
1.304,0.041
1.308,7e-05
1.312,-0.00281
1.316,-0.0236
1.32,-0.02147
1.324,-0.00102
1.328,-0.03649
1.332,-0.04323
1.336,-0.03704
1.34,-0.05169
1.344,0.00433
1.348,-0.01428
1.352,-0.03985
1.356,-0.02712
1.36,-0.0357
1.364,-0.02309
1.368,-0.04468
1.372,-0.03168
1.376,-0.02641
1.38,-0.0123
1.384,-0.03595
1.388,-0.01614
1.392,-0.02064
1.396,-0.08115
1.4,-0.106
1.404,-0.11644
1.408,-0.12053
1.412,-0.06708
1.416,0.04469
1.42,0.23029
1.424,0.46139
1.428,0.65945
1.432,0.82127
1.436,0.96034
1.44,0.95406
1.444,0.85957
1.448,0.67864
1.452,0.43298
1.456,0.22668
1.46,0.01702
1.464,-0.10825
1.468,-0.17721
1.472,-0.20553
1.476,-0.18608
1.48,-0.10634
1.484,-0.0781
1.488,-0.05976
1.492,-0.03121
1.496,-0.04959
1.5,-0.00025
1.504,-0.01187
1.508,-0.01623
1.512,-0.0216
1.516,-0.01287
1.52,-0.04291
1.524,-0.02901
1.528,-0.02307
1.532,-0.03124
1.536,-0.03816
1.54,-0.03536
1.544,-0.02336
1.548,-0.0369
1.552,-0.04033
1.556,-0.01459
1.56,-0.02141
1.564,-0.03346
1.568,-0.03078
1.572,-0.03215
1.576,-0.05527
1.58,-0.02255
1.584,-0.00408
1.588,-0.02343
1.592,-0.00697
1.596,0.00293
1.6,-0.01092
1.604,-0.02334
1.608,-0.02581
1.612,-0.00131
1.616,-0.02048
1.62,0.00068
1.624,-0.0107
1.628,-0.01042
1.632,-0.00637
1.636,-0.00655
1.64,0.0119
1.644,-0.0238
1.648,0.02986
1.652,0.03269
1.656,0.04154
1.66,0.05603
1.664,0.07723
1.668,0.10579
1.672,0.07753
1.676,0.13097
1.68,0.10434
1.684,0.12425
1.688,0.17553
1.692,0.17151
1.696,0.15522
1.7,0.17717
1.704,0.17275
1.708,0.16801
1.712,0.17695
1.716,0.18281
1.72,0.17837
1.724,0.17051
1.728,0.18952
1.732,0.18308
1.736,0.14825
1.74,0.15403
1.744,0.17285
1.748,0.1104
1.752,0.13935
1.756,0.12459
1.76,0.09651
1.764,0.12033
1.768,0.09178
1.772,0.11084
1.776,0.07968
1.78,0.04981
1.784,0.02271
1.788,0.02031
1.792,0.02838
1.796,0.00986
1.8,0.01505
1.804,0.00491
1.808,0.00642
1.812,-0.00337
1.816,-0.02467
1.82,-0.00733
1.824,-0.00739
1.828,-0.03173
1.832,-0.01108
1.836,-0.0328
1.84,-0.0331
1.844,-0.02622
1.848,-0.0328
1.852,-0.031
1.856,-0.06319
1.86,-0.02987
1.864,-0.02404
1.868,-0.02124
1.872,-0.00776
1.876,-0.03335
1.88,-0.01375
1.884,-0.04439
1.888,-0.03305
1.892,-0.0429
1.896,-0.02194
1.9,-0.02728
1.904,-0.04244
1.908,-0.04151
1.912,-0.0271
1.916,-0.0102
1.92,-0.02649
1.924,-0.0196
1.928,-0.0331
1.932,-0.06508
1.936,-0.02079
1.94,-0.026
1.944,-0.04259
1.948,-0.03325
1.952,-0.0477
1.956,0.00787
1.96,-0.05221
1.964,0.00173
1.968,-0.04128
1.972,-0.02367
1.976,-0.03383
1.98,-0.02224
1.984,-0.02864
1.988,-0.02469
1.992,-0.02022
1.996,-0.03035
2.0,-0.03939
2.004,-0.03096
2.008,-0.03581
2.012,-0.03907
2.016,-0.01743
2.02,-0.03883
2.024,-0.02457
2.028,-0.0259
2.032,-0.01371
2.036,-0.04782
2.04,-0.02692
2.044,-0.04079
2.048,-0.02884
2.052,-0.01909
2.056,0.00879
2.06,0.01973
2.064,-0.0129
2.068,-0.01401
2.072,0.01944
2.076,0.01919
2.08,0.05308
2.084,0.05025
2.088,0.07587
2.092,0.07451
2.096,0.07972
2.1,0.06296
2.104,0.05322
2.108,0.05186
2.112,0.04536
2.116,0.00679
2.12,0.01645
2.124,0.00393
2.128,-0.00855
2.132,-0.01991
2.136,-0.02469
2.14,-0.02505
2.144,-0.01108
2.148,-0.01887
2.152,-0.05306
2.156,-0.04999
2.16,-0.01225
2.164,-0.02102
2.168,-0.04725
2.172,-0.00406
2.176,-0.04698
2.18,-0.04062
2.184,-0.01545
2.188,-0.0178
2.192,-0.00866
2.196,-0.00703
2.2,-0.0014
2.204,-0.03853
2.208,-0.0569
2.212,-0.07592
2.216,-0.10757
2.22,-0.15892
2.224,-0.1403
2.228,-0.02245
2.232,0.09392
2.236,0.30621
2.24,0.51182
2.244,0.70246
2.248,0.88331
2.252,0.95605
2.256,0.92172
2.26,0.82469
2.264,0.60324
2.268,0.36197
2.272,0.15849
2.276,0.00111
2.28,-0.13463
2.284,-0.18484
2.288,-0.22329
2.292,-0.16999
2.296,-0.12614
2.3,-0.06461
2.304,-0.02813
2.308,-0.0459
2.312,-0.01359
2.316,-0.01833
2.32,-0.03889
2.324,-0.00364
2.328,-0.03053
2.332,-0.00815
2.336,-0.0377
2.34,-0.01661
2.344,-0.01669
