t_seg,ecg_mV
0.0,-0.00604
0.004,0.16983
0.008,0.33301
0.012,0.55676
0.016,0.76764
0.02,0.93667
0.024,0.97989
0.028,0.96162
0.032,0.78218
0.036,0.58759
0.04,0.36063
0.044,0.14832
0.048,-0.00676
0.052,-0.12185
0.056,-0.17697
0.06,-0.17176
0.064,-0.12313
0.068,-0.08958
0.072,-0.06404
0.076,-0.03105
0.08,-0.02969
0.084,-0.00626
0.088,-0.00525
0.092,0.01454
0.096,0.02012
0.1,-0.00702
0.104,-0.00709
0.108,0.01655
0.112,-0.01848
0.116,0.00278
0.12,-0.00958
0.124,-0.02105
0.128,0.00523
0.132,-0.0083
0.136,-0.0144
0.14,-0.01384
0.144,-0.00252
0.148,-0.01006
0.152,-0.01775
0.156,0.00745
0.16,0.00073
0.164,-0.0259
0.168,-0.00485
0.172,-0.02509
0.176,0.02224
0.18,0.00534
0.184,0.00258
0.188,-0.00011
0.192,-0.01941
0.196,-0.00041
0.2,0.02501
0.204,0.03332
0.208,0.02126
0.212,0.04646
0.216,0.0134
0.22,0.03688
0.224,0.02721
0.228,0.04275
0.232,0.08358
0.236,0.07096
0.24,0.05447
0.244,0.09866
0.248,0.08415
0.252,0.12094
0.256,0.13273
0.26,0.13798
0.264,0.14235
0.268,0.17968
0.272,0.16454
0.276,0.1674
0.28,0.18007
0.284,0.20653
0.288,0.23193
0.292,0.20884
0.296,0.22586
0.3,0.21997
0.304,0.2307
0.308,0.21941
0.312,0.21465
0.316,0.21246
0.32,0.2036
0.324,0.19664
0.328,0.20114
0.332,0.19263
0.336,0.17311
0.34,0.15736
0.344,0.16482
0.348,0.15308
0.352,0.13125
0.356,0.12269
0.36,0.11879
0.364,0.08395
0.368,0.07885
0.372,0.06567
0.376,0.07659
0.38,0.03368
0.384,0.03636
0.388,0.04317
0.392,0.01932
0.396,0.01845
0.4,0.02428
0.404,0.01542
0.408,0.03079
0.412,0.02402
0.416,0.01701
0.42,-0.00935
0.424,0.01596
0.428,0.00941
0.432,0.00476
0.436,0.01248
0.44,0.00632
0.444,0.00457
0.448,-0.02745
0.452,-0.00119
0.456,-0.01231
0.46,0.01913
0.464,0.01404
0.468,-0.0109
0.472,-0.00844
0.476,0.00554
0.48,-0.00555
0.484,-0.00231
0.488,0.01373
0.492,-0.01687
0.496,-0.00669
0.5,-0.01288
0.504,0.01371
0.508,0.03076
0.512,0.02473
0.516,0.00572
0.52,-0.00868
0.524,0.01382
0.528,0.02252
0.532,-0.00057
0.536,0.01346
0.54,-0.00256
0.544,0.02543
0.548,0.02955
0.552,-0.00755
0.556,0.02134
0.56,-0.00614
0.564,-0.02824
0.568,9e-05
0.572,-0.00437
0.576,-0.00186
0.58,0.01266
0.584,0.01996
0.588,0.01433
0.592,0.00086
0.596,0.00696
0.6,0.02201
0.604,0.0269
0.608,0.02032
0.612,0.03834
0.616,0.03169
0.62,0.03737
0.624,0.07665
0.628,0.07131
0.632,0.08392
0.636,0.07054
0.64,0.09901
0.644,0.07848
0.648,0.09679
0.652,0.13692
0.656,0.09056
0.66,0.09576
0.664,0.09254
0.668,0.07161
0.672,0.05852
0.676,0.07147
0.68,0.01559
0.684,0.02679
0.688,0.02632
0.692,0.04823
0.696,0.00773
0.7,0.00813
0.704,0.01855
0.708,0.02416
0.712,0.01637
0.716,0.02455
0.72,0.02902
0.724,0.00512
0.728,0.02968
0.732,-0.00405
0.736,0.04282
0.74,0.0041
0.744,0.01125
0.748,0.02971
0.752,0.00455
0.756,-0.00521
0.76,0.02301
0.764,-0.00389
0.768,-0.05084
0.772,-0.0789
0.776,-0.07117
0.78,-0.08467
0.784,-0.01537
0.788,0.11714
0.792,0.30432
0.796,0.51689
0.8,0.73756
0.804,0.8876
0.808,1.00357
0.812,1.00107
0.816,0.86948
0.82,0.66348
0.824,0.44056
0.828,0.2106
0.832,0.02547
0.836,-0.08464
0.84,-0.15249
0.844,-0.17082
0.848,-0.11345
0.852,-0.07889
0.856,-0.02339
0.86,-0.01574
0.864,0.01414
0.868,0.02636
0.872,0.03691
0.876,0.00292
0.88,0.02627
0.884,0.00516
0.888,0.00586
0.892,0.03849
0.896,-0.003
0.9,0.01735
0.904,0.00769
0.908,0.0536
0.912,0.02314
0.916,0.01495
0.92,0.0362
0.924,0.01151
0.928,0.02152
0.932,0.02026
0.936,-0.00081
0.94,-0.03414
0.944,0.00965
0.948,0.01992
0.952,0.02749
0.956,0.00998
0.96,0.03949
0.964,0.0531
0.968,0.01645
0.972,0.01199
0.976,0.01204
0.98,0.02244
0.984,0.03404
0.988,0.03259
0.992,0.01435
0.996,0.04127
1.0,0.03372
1.004,0.0682
1.008,0.06427
1.012,0.04869
1.016,0.07907
1.02,0.10267
1.024,0.09718
1.028,0.1201
1.032,0.11666
1.036,0.09714
1.04,0.14759
1.044,0.17011
1.048,0.14504
1.052,0.17605
1.056,0.19095
1.06,0.1689
1.064,0.2047
1.068,0.21941
1.072,0.21974
1.076,0.22291
1.08,0.21968
1.084,0.22515
1.088,0.22405
1.092,0.23249
1.096,0.2162
1.1,0.254
1.104,0.2398
1.108,0.2439
1.112,0.20653
1.116,0.21124
1.12,0.19916
1.124,0.20179
1.128,0.17224
1.132,0.14755
1.136,0.12527
1.14,0.14396
1.144,0.1339
1.148,0.10808
1.152,0.08612
1.156,0.10932
1.16,0.06974
1.164,0.07238
1.168,0.0642
1.172,0.06982
1.176,0.06526
1.18,0.0337
1.184,0.05642
1.188,0.05196
1.192,0.02873
1.196,0.02282
1.2,0.06867
1.204,0.02617
1.208,0.01717
1.212,0.03024
1.216,0.02795
1.22,0.01442
1.224,0.01079
1.228,0.02028
1.232,0.03515
1.236,0.03765
1.24,0.03603
1.244,-0.00517
1.248,0.04175
1.252,0.0247
1.256,0.03698
1.26,0.0031
1.264,0.02592
1.268,0.00866
1.272,0.00058
1.276,0.03579
1.28,0.0501
1.284,0.02923
1.288,0.01621
1.292,0.02436
1.296,0.03974
1.3,0.0422
1.304,0.01956
1.308,0.02738
1.312,0.01248
1.316,0.03325
1.32,0.0287
1.324,0.04883
1.328,0.02165
1.332,0.03462
1.336,0.02048
1.34,0.01888
1.344,0.01094
1.348,0.0311
1.352,0.01199
1.356,0.03506
1.36,0.01082
1.364,0.02641
1.368,0.01912
1.372,0.04475
1.376,0.00664
1.38,0.04265
1.384,0.02322
1.388,0.0519
1.392,0.04155
1.396,0.03969
1.4,0.02186
1.404,0.02419
1.408,0.05232
1.412,0.00724
1.416,0.02089
1.42,0.04621
1.424,0.01499
1.428,0.0128
1.432,0.05217
1.436,0.03221
1.44,0.03802
1.444,0.07202
1.448,0.08947
1.452,0.0773
1.456,0.08989
1.46,0.10043
1.464,0.12863
1.468,0.10422
1.472,0.13852
1.476,0.09984
1.48,0.12672
1.484,0.15315
1.488,0.10712
1.492,0.07979
1.496,0.06775
1.5,0.06426
1.504,0.0727
1.508,0.05655
1.512,0.03829
1.516,0.03756
1.52,0.07283
1.524,0.0304
1.528,0.01694
1.532,0.02255
1.536,0.03575
1.54,0.05394
1.544,0.04001
1.548,0.02785
1.552,-0.00909
1.556,0.03488
1.56,0.01585
1.564,0.03886
1.568,0.05395
1.572,-0.00113
1.576,0.04824
1.58,0.0303
1.584,0.02859
1.588,0.01841
1.592,-0.04609
1.596,-0.04702
1.6,-0.06925
1.604,-0.08005
1.608,-0.00684
1.612,0.14449
1.616,0.33849
1.62,0.57677
1.624,0.72985
1.628,0.91341
1.632,1.00307
1.636,1.00468
1.64,0.89961
1.644,0.69173
1.648,0.47147
1.652,0.24268
1.656,0.06611
1.66,-0.07959
1.664,-0.11695
1.668,-0.1617
1.672,-0.14825
1.676,-0.09137
1.68,-0.00912
1.684,0.01465
1.688,0.00751
1.692,0.03301
1.696,0.02882
1.7,0.02931
1.704,0.04372
1.708,0.05108
1.712,0.04775
1.716,0.03211
1.72,0.03723
1.724,0.04351
1.728,0.0297
1.732,0.00651
1.736,0.01932
1.74,0.05846
1.744,0.04203
1.748,0.02257
1.752,0.03429
1.756,0.04085
1.76,0.04156
1.764,0.07218
1.768,0.03692
1.772,0.0393
1.776,0.03616
1.78,0.0511
1.784,0.00188
1.788,0.04197
1.792,0.04621
1.796,0.02785
1.8,0.02085
1.804,0.03748
1.808,0.02732
1.812,0.06317
1.816,0.03063
1.82,0.06177
1.824,0.0692
1.828,0.06376
1.832,0.05578
1.836,0.09058
1.84,0.09511
1.844,0.11585
1.848,0.0853
1.852,0.09008
1.856,0.13433
1.86,0.13714
1.864,0.14823
1.868,0.16048
1.872,0.1392
1.876,0.18987
1.88,0.19093
1.884,0.23764
1.888,0.19226
1.892,0.22203
1.896,0.24859
1.9,0.25223
1.904,0.20538
1.908,0.24967
1.912,0.22762
1.916,0.249
1.92,0.25447
1.924,0.25952
1.928,0.24522
1.932,0.2304
1.936,0.23067
1.94,0.22268
1.944,0.21982
1.948,0.20787
1.952,0.18948
1.956,0.18035
1.96,0.17751
1.964,0.14662
1.968,0.14156
1.972,0.13564
1.976,0.12257
1.98,0.11333
1.984,0.08806
1.988,0.0887
1.992,0.07139
1.996,0.07985
2.0,0.04801
2.004,0.08204
2.008,0.0595
2.012,0.05751
2.016,0.05915
2.02,0.03035
2.024,0.01963
2.028,0.03193
2.032,0.04102
2.036,0.01019
2.04,0.04563
2.044,0.05816
2.048,0.03688
2.052,0.04454
